image_id,delta,realization_id,dice,iou,hd95
ISIC_0000146,0.05,1,0.9542,0.9124,81.0
ISIC_0000146,0.05,2,0.9424,0.891,63.79
ISIC_0000146,0.1,0,0.898,0.8149,141.37
ISIC_0000146,0.1,1,0.9066,0.8291,158.82
ISIC_0000146,0.1,2,0.9184,0.8491,143.17
ISIC_0000146,0.2,0,0.8928,0.8064,217.36
ISIC_0000146,0.2,1,0.688,0.5244,351.25
ISIC_0000146,0.2,2,0.7527,0.6034,339.64
ISIC_0000147,0.0,0,0.907,0.8299,92.09
ISIC_0000147,0.05,0,0.8889,0.8,103.08
ISIC_0000147,0.05,1,0.869,0.7683,117.55
ISIC_0000147,0.05,2,0.9098,0.8345,95.45
ISIC_0000147,0.1,0,0.8898,0.8014,108.32
ISIC_0000147,0.1,1,0.8503,0.7395,172.97
ISIC_0000147,0.1,2,0.9014,0.8205,98.98
ISIC_0000147,0.2,0,0.8836,0.7915,177.24
ISIC_0000147,0.2,1,0.8012,0.6684,234.78
ISIC_0000147,0.2,2,0.9023,0.822,98.52
ISIC_0000148,0.0,0,0.8959,0.8114,114.46
ISIC_0000148,0.05,0,0.9079,0.8313,77.78
ISIC_0000148,0.05,1,0.8849,0.7936,130.81
ISIC_0000148,0.05,2,0.8894,0.8009,124.92
ISIC_0000148,0.1,0,0.8871,0.7971,100.97
ISIC_0000148,0.1,1,0.9131,0.8401,128.97
ISIC_0000148,0.1,2,0.9053,0.827,114.91
ISIC_0000148,0.2,0,0.8644,0.7612,157.06
ISIC_0000148,0.2,1,0.9564,0.9165,81.15
ISIC_0000148,0.2,2,0.735,0.581,270.38
ISIC_0000149,0.0,0,0.9433,0.8926,75.14
ISIC_0000149,0.05,0,0.9385,0.8841,81.0
ISIC_0000149,0.05,1,0.9645,0.9315,45.35
ISIC_0000149,0.05,2,0.941,0.8886,94.29
ISIC_0000149,0.1,0,0.9264,0.8629,92.42
ISIC_0000149,0.1,1,0.917,0.8468,94.04
ISIC_0000149,0.1,2,0.8773,0.7815,175.01
ISIC_0000149,0.2,0,0.7707,0.6269,433.15
ISIC_0000149,0.2,1,0.6774,0.5122,492.6
ISIC_0000149,0.2,2,0.9073,0.8304,151.0
ISIC_0000150,0.0,0,0.9331,0.8746,103.58
ISIC_0000150,0.05,0,0.921,0.8536,229.29
ISIC_0000150,0.05,1,0.8991,0.8167,236.74
ISIC_0000150,0.05,2,0.9284,0.8664,85.93
ISIC_0000150,0.1,0,0.8273,0.7055,248.94
ISIC_0000150,0.1,1,0.8603,0.7549,177.56
ISIC_0000150,0.1,2,0.9011,0.8201,254.84
ISIC_0000150,0.2,0,0.6758,0.5104,319.04
ISIC_0000150,0.2,1,0.7178,0.5599,188.24
ISIC_0000150,0.2,2,0.7738,0.6311,244.9
ISIC_0000151,0.0,0,0.9193,0.8506,49.23
ISIC_0000151,0.05,0,0.9239,0.8585,48.75
ISIC_0000151,0.05,1,0.9236,0.8581,48.95
ISIC_0000151,0.05,2,0.9272,0.8643,48.27
ISIC_0000151,0.1,0,0.9225,0.8561,50.22
ISIC_0000151,0.1,1,0.9387,0.8845,47.0
ISIC_0000151,0.1,2,0.9275,0.8648,49.47
ISIC_0000151,0.2,0,0.8333,0.7142,133.05
ISIC_0000151,0.2,1,0.8174,0.6912,135.19
ISIC_0000151,0.2,2,0.8019,0.6692,99.35
ISIC_0000152,0.0,0,0.983,0.9665,23.41
ISIC_0000152,0.05,0,0.9764,0.9538,29.61
ISIC_0000152,0.05,1,0.9773,0.9557,32.56
ISIC_0000152,0.05,2,0.9749,0.9511,36.0
ISIC_0000152,0.1,0,0.7551,0.6065,223.13
ISIC_0000152,0.1,1,0.9696,0.9409,48.33
ISIC_0000152,0.1,2,0.9788,0.9585,30.36
ISIC_0000152,0.2,0,0.8446,0.731,214.81
ISIC_0000152,0.2,1,0.7137,0.5548,341.58
ISIC_0000152,0.2,2,0.8251,0.7022,218.28
ISIC_0000153,0.0,0,0.9614,0.9257,61.07
ISIC_0000153,0.05,0,0.9621,0.927,67.01
ISIC_0000153,0.05,1,0.9523,0.9089,68.27
ISIC_0000153,0.05,2,0.958,0.9194,74.22
ISIC_0000153,0.1,0,0.9514,0.9074,77.28
ISIC_0000153,0.1,1,0.8946,0.8094,142.96
ISIC_0000153,0.1,2,0.909,0.8332,116.16
ISIC_0000153,0.2,0,0.8591,0.753,208.01
ISIC_0000153,0.2,1,0.9148,0.843,137.93
ISIC_0000153,0.2,2,0.8839,0.792,222.79
ISIC_0000154,0.0,0,0.9512,0.9069,35.41
ISIC_0000154,0.05,0,0.8912,0.8037,100.46
ISIC_0000154,0.05,1,0.9509,0.9063,35.0
ISIC_0000154,0.05,2,0.9234,0.8577,76.0
ISIC_0000154,0.1,0,0.926,0.8623,52.84
ISIC_0000154,0.1,1,0.9473,0.8999,43.43
ISIC_0000154,0.1,2,0.9517,0.9079,34.19
ISIC_0000154,0.2,0,0.9164,0.8458,83.14
ISIC_0000154,0.2,1,0.7462,0.5952,174.61
ISIC_0000154,0.2,2,0.9272,0.8642,55.51
ISIC_0000155,0.0,0,0.9847,0.9698,28.74
ISIC_0000155,0.05,0,0.9771,0.9552,59.19
ISIC_0000155,0.05,1,0.9775,0.9561,53.0
ISIC_0000155,0.05,2,0.9861,0.9726,32.8
ISIC_0000155,0.1,0,0.9025,0.8223,149.12
ISIC_0000155,0.1,1,0.986,0.9724,33.11
ISIC_0000155,0.1,2,0.952,0.9083,159.11
ISIC_0000155,0.2,0,0.9563,0.9162,164.0
ISIC_0000155,0.2,1,0.8207,0.696,282.43
ISIC_0000155,0.2,2,0.8905,0.8027,262.62
ISIC_0000156,0.0,0,0.9476,0.9004,112.45
ISIC_0000156,0.05,0,0.9342,0.8765,92.26
ISIC_0000156,0.05,1,0.9243,0.8593,83.86
ISIC_0000156,0.05,2,0.8921,0.8051,144.03
ISIC_0000156,0.1,0,0.9071,0.83,117.18
ISIC_0000156,0.1,1,0.853,0.7436,196.0
ISIC_0000156,0.1,2,0.8179,0.6919,266.92
ISIC_0000156,0.2,0,0.7853,0.6465,280.43
ISIC_0000156,0.2,1,0.777,0.6353,301.12
ISIC_0000156,0.2,2,0.6634,0.4963,289.35
ISIC_0000157,0.0,0,0.9194,0.8508,47.8
ISIC_0000157,0.05,0,0.9238,0.8584,47.8
ISIC_0000157,0.05,1,0.9109,0.8363,47.08
ISIC_0000157,0.05,2,0.8506,0.7401,115.28
ISIC_0000157,0.1,0,0.9076,0.8308,46.87
ISIC_0000157,0.1,1,0.9161,0.8451,48.99
ISIC_0000157,0.1,2,0.8929,0.8065,48.21
ISIC_0000157,0.2,0,0.9027,0.8227,57.85
ISIC_0000157,0.2,1,0.8992,0.8168,60.11
ISIC_0000157,0.2,2,0.8337,0.7149,124.34
ISIC_0000159,0.0,0,0.9647,0.9319,25.96
ISIC_0000159,0.05,0,0.9357,0.8792,46.65
ISIC_0000159,0.05,1,0.9496,0.904,34.0
ISIC_0000159,0.05,2,0.9562,0.9162,29.91
ISIC_0000159,0.1,0,0.6713,0.5052,146.36
ISIC_0000159,0.1,1,0.8701,0.7701,100.72
ISIC_0000159,0.1,2,0.9539,0.9119,30.87
ISIC_0000159,0.2,0,0.7847,0.6457,139.98
ISIC_0000159,0.2,1,0.858,0.7513,131.24
ISIC_0000159,0.2,2,0.9547,0.9134,51.31
ISIC_0000160,0.0,0,0.9048,0.8261,111.32
ISIC_0000160,0.05,0,0.8971,0.8134,108.02
ISIC_0000160,0.05,1,0.894,0.8082,69.0
ISIC_0000160,0.05,2,0.9256,0.8616,57.51
ISIC_0000160,0.1,0,0.8563,0.7487,87.19
ISIC_0000160,0.1,1,0.8424,0.7277,129.26
ISIC_0000160,0.1,2,0.8839,0.792,89.05
ISIC_0000160,0.2,0,0.8429,0.7285,138.23
ISIC_0000160,0.2,1,0.8229,0.6991,149.0
ISIC_0000160,0.2,2,0.8764,0.7799,104.92
ISIC_0000161,0.0,0,0.9635,0.9295,32.04
ISIC_0000161,0.05,0,0.9487,0.9024,56.55
ISIC_0000161,0.05,1,0.958,0.9194,36.12
ISIC_0000161,0.05,2,0.9671,0.9364,28.6
ISIC_0000161,0.1,0,0.918,0.8484,65.96
ISIC_0000161,0.1,1,0.9299,0.869,59.37
ISIC_0000161,0.1,2,0.9175,0.8475,58.68
ISIC_0000161,0.2,0,0.7608,0.614,128.02
ISIC_0000161,0.2,1,0.9514,0.9073,44.0
ISIC_0000161,0.2,2,0.9506,0.9058,39.56
ISIC_0000162,0.0,0,0.9698,0.9414,14.14
ISIC_0000162,0.05,0,0.9612,0.9254,17.46
ISIC_0000162,0.05,1,0.9734,0.9482,13.6
ISIC_0000162,0.05,2,0.974,0.9494,15.58
ISIC_0000162,0.1,0,0.9719,0.9453,18.79
ISIC_0000162,0.1,1,0.9486,0.9023,51.99
ISIC_0000162,0.1,2,0.7251,0.5687,101.52
ISIC_0000162,0.2,0,0.9505,0.9056,41.78
ISIC_0000162,0.2,1,0.7965,0.6618,164.17
ISIC_0000162,0.2,2,0.7691,0.6248,126.9
ISIC_0000163,0.0,0,0.8631,0.7591,56.09
ISIC_0000163,0.05,0,0.8549,0.7465,60.68
ISIC_0000163,0.05,1,0.8547,0.7463,55.69
ISIC_0000163,0.05,2,0.8486,0.7369,59.29
ISIC_0000163,0.1,0,0.8641,0.7607,61.4
ISIC_0000163,0.1,1,0.8419,0.7269,56.04
ISIC_0000163,0.1,2,0.7846,0.6456,67.77
ISIC_0000163,0.2,0,0.7917,0.6552,74.7
ISIC_0000163,0.2,1,0.7912,0.6545,69.86
ISIC_0000163,0.2,2,0.7167,0.5584,180.6
ISIC_0000164,0.0,0,0.829,0.7079,107.35
ISIC_0000164,0.05,0,0.8641,0.7607,78.93
ISIC_0000164,0.05,1,0.8566,0.7492,82.08
ISIC_0000164,0.05,2,0.8122,0.6838,123.0
ISIC_0000164,0.1,0,0.7877,0.6497,109.13
ISIC_0000164,0.1,1,0.8336,0.7147,84.37
ISIC_0000164,0.1,2,0.8591,0.753,84.15
ISIC_0000164,0.2,0,0.6933,0.5306,130.73
ISIC_0000164,0.2,1,0.7507,0.6009,193.71
ISIC_0000164,0.2,2,0.7957,0.6608,113.23
ISIC_0000165,0.0,0,0.8715,0.7723,30.19
ISIC_0000165,0.05,0,0.8746,0.7772,30.08
ISIC_0000165,0.05,1,0.8655,0.763,31.0
ISIC_0000165,0.05,2,0.869,0.7683,30.23
ISIC_0000165,0.1,0,0.8169,0.6905,34.92
ISIC_0000165,0.1,1,0.8646,0.7615,30.41
ISIC_0000165,0.1,2,0.8901,0.802,31.19
ISIC_0000165,0.2,0,0.8765,0.7802,25.0
ISIC_0000165,0.2,1,0.7897,0.6524,65.27
ISIC_0000165,0.2,2,0.7747,0.6323,63.34
ISIC_0000166,0.0,0,0.9738,0.949,13.89
ISIC_0000166,0.05,0,0.9606,0.9242,20.25
ISIC_0000166,0.05,1,0.9711,0.9438,14.76
ISIC_0000166,0.05,2,0.9769,0.9549,12.65
ISIC_0000166,0.1,0,0.9478,0.9008,41.97
ISIC_0000166,0.1,1,0.9374,0.8821,44.03
ISIC_0000166,0.1,2,0.9302,0.8695,44.0
ISIC_0000166,0.2,0,0.9156,0.8444,86.78
ISIC_0000166,0.2,1,0.4754,0.3118,169.72
ISIC_0000166,0.2,2,0.7398,0.587,142.35
ISIC_0000167,0.0,0,0.9276,0.8649,46.0
ISIC_0000167,0.05,0,0.9014,0.8206,55.35
ISIC_0000167,0.05,1,0.9263,0.8628,48.32
ISIC_0000167,0.05,2,0.9286,0.8666,43.18
ISIC_0000167,0.1,0,0.7554,0.607,114.47
ISIC_0000167,0.1,1,0.7954,0.6603,90.05
ISIC_0000167,0.1,2,0.9228,0.8567,47.15
ISIC_0000167,0.2,0,0.645,0.476,167.11
ISIC_0000167,0.2,1,0.8875,0.7978,53.75
ISIC_0000167,0.2,2,0.6567,0.4889,156.95
ISIC_0000169,0.0,0,0.8767,0.7805,58.54
ISIC_0000169,0.05,0,0.8619,0.7574,59.25
ISIC_0000169,0.05,1,0.8801,0.7859,57.58
ISIC_0000169,0.05,2,0.8837,0.7916,57.32
ISIC_0000169,0.1,0,0.8915,0.8042,77.37
ISIC_0000169,0.1,1,0.8265,0.7044,60.05
ISIC_0000169,0.1,2,0.8751,0.7779,77.79
ISIC_0000169,0.2,0,0.7317,0.577,99.1
ISIC_0000169,0.2,1,0.8168,0.6903,61.0
ISIC_0000169,0.2,2,0.7991,0.6654,86.98
ISIC_0000170,0.0,0,0.9352,0.8782,26.4
ISIC_0000170,0.05,0,0.8926,0.806,92.64
ISIC_0000170,0.05,1,0.93,0.8692,28.23
ISIC_0000170,0.05,2,0.8688,0.768,86.32
ISIC_0000170,0.1,0,0.8991,0.8167,77.0
ISIC_0000170,0.1,1,0.8314,0.7115,84.0
ISIC_0000170,0.1,2,0.7631,0.6169,103.72
ISIC_0000170,0.2,0,0.7186,0.5608,121.41
ISIC_0000170,0.2,1,0.782,0.6421,106.29
ISIC_0000170,0.2,2,0.3263,0.195,189.45
ISIC_0000171,0.0,0,0.9719,0.9453,16.97
ISIC_0000171,0.05,0,0.9651,0.9325,22.14
ISIC_0000171,0.05,1,0.9602,0.9234,25.94
ISIC_0000171,0.05,2,0.9721,0.9458,17.0
ISIC_0000171,0.1,0,0.9242,0.8591,54.86
ISIC_0000171,0.1,1,0.9119,0.838,60.4
ISIC_0000171,0.1,2,0.921,0.8535,55.74
ISIC_0000171,0.2,0,0.6423,0.4731,221.21
ISIC_0000171,0.2,1,0.8974,0.8139,94.14
ISIC_0000171,0.2,2,0.5993,0.4278,233.52
ISIC_0000172,0.0,0,0.9031,0.8233,40.62
ISIC_0000172,0.05,0,0.8887,0.7996,52.2
ISIC_0000172,0.05,1,0.8912,0.8038,54.12
ISIC_0000172,0.05,2,0.8919,0.8048,53.7
ISIC_0000172,0.1,0,0.9049,0.8263,41.44
ISIC_0000172,0.1,1,0.9098,0.8346,44.91
ISIC_0000172,0.1,2,0.8456,0.7324,53.33
ISIC_0000172,0.2,0,0.7587,0.6112,132.23
ISIC_0000172,0.2,1,0.7422,0.5901,151.15
ISIC_0000172,0.2,2,0.8476,0.7355,168.84
ISIC_0000173,0.0,0,0.7456,0.5944,120.0
ISIC_0000173,0.05,0,0.7311,0.5762,119.93
ISIC_0000173,0.05,1,0.7514,0.6018,119.15
ISIC_0000173,0.05,2,0.7508,0.601,119.02
ISIC_0000173,0.1,0,0.7541,0.6053,118.42
ISIC_0000173,0.1,1,0.7631,0.617,118.97
ISIC_0000173,0.1,2,0.7343,0.5802,119.16
ISIC_0000173,0.2,0,0.6697,0.5034,135.81
ISIC_0000173,0.2,1,0.5214,0.3527,177.76
ISIC_0000173,0.2,2,0.7571,0.6091,115.18
ISIC_0000175,0.0,0,0.9623,0.9273,18.38
ISIC_0000175,0.05,0,0.9592,0.9217,17.68
ISIC_0000175,0.05,1,0.9558,0.9153,20.25
ISIC_0000175,0.05,2,0.8914,0.804,97.04
ISIC_0000175,0.1,0,0.9617,0.9263,19.1
ISIC_0000175,0.1,1,0.9638,0.9302,19.01
ISIC_0000175,0.1,2,0.8722,0.7733,74.73
ISIC_0000175,0.2,0,0.6711,0.505,135.06
ISIC_0000175,0.2,1,0.9417,0.8898,43.16
ISIC_0000175,0.2,2,0.8219,0.6977,82.28
ISIC_0000176,0.0,0,0.9474,0.9,30.07
ISIC_0000176,0.05,0,0.923,0.8569,53.07
ISIC_0000176,0.05,1,0.9089,0.8331,67.99
ISIC_0000176,0.05,2,0.937,0.8814,38.01
ISIC_0000176,0.1,0,0.8752,0.778,74.84
ISIC_0000176,0.1,1,0.8176,0.6915,81.84
ISIC_0000176,0.1,2,0.9027,0.8227,54.59
ISIC_0000176,0.2,0,0.8414,0.7263,116.35
ISIC_0000176,0.2,1,0.7232,0.5664,100.56
ISIC_0000176,0.2,2,0.9026,0.8225,55.01
ISIC_0000177,0.0,0,0.9296,0.8685,24.1
ISIC_0000177,0.05,0,0.9365,0.8806,21.21
ISIC_0000177,0.05,1,0.9486,0.9021,16.49
ISIC_0000177,0.05,2,0.9377,0.8826,18.0
ISIC_0000177,0.1,0,0.9524,0.9092,24.07
ISIC_0000177,0.1,1,0.953,0.9101,16.28
ISIC_0000177,0.1,2,0.9133,0.8404,50.0
ISIC_0000177,0.2,0,0.9054,0.8272,61.52
ISIC_0000177,0.2,1,0.7885,0.6508,64.03
ISIC_0000177,0.2,2,0.749,0.5987,105.38
ISIC_0000179,0.0,0,0.9138,0.8413,84.0
ISIC_0000179,0.05,0,0.9061,0.8282,83.02
ISIC_0000179,0.05,1,0.8848,0.7934,110.34
ISIC_0000179,0.05,2,0.8852,0.794,96.22
ISIC_0000179,0.1,0,0.9004,0.8188,95.19
ISIC_0000179,0.1,1,0.8757,0.7789,123.82
ISIC_0000179,0.1,2,0.8348,0.7164,136.49
ISIC_0000179,0.2,0,0.7623,0.6159,189.78
ISIC_0000179,0.2,1,0.7202,0.5628,228.82
ISIC_0000179,0.2,2,0.9121,0.8384,75.01
ISIC_0000181,0.0,0,0.9512,0.907,40.0
ISIC_0000181,0.05,0,0.9123,0.8388,83.35
ISIC_0000181,0.05,1,0.964,0.9306,30.0
ISIC_0000181,0.05,2,0.9331,0.8745,49.24
ISIC_0000181,0.1,0,0.7989,0.6651,94.43
ISIC_0000181,0.1,1,0.9523,0.909,40.79
ISIC_0000181,0.1,2,0.9425,0.8913,36.4
ISIC_0000181,0.2,0,0.8611,0.7561,103.7
ISIC_0000181,0.2,1,0.9205,0.8528,66.85
ISIC_0000181,0.2,2,0.8271,0.7051,144.19
ISIC_0000182,0.0,0,0.9742,0.9497,16.12
ISIC_0000182,0.05,0,0.9635,0.9296,22.09
ISIC_0000182,0.05,1,0.9477,0.9006,37.0
ISIC_0000182,0.05,2,0.9839,0.9682,12.6
ISIC_0000182,0.1,0,0.8877,0.798,91.55
ISIC_0000182,0.1,1,0.9446,0.8951,42.2
ISIC_0000182,0.1,2,0.9672,0.9366,31.06
ISIC_0000182,0.2,0,0.9067,0.8293,75.0
ISIC_0000182,0.2,1,0.865,0.7621,125.39
ISIC_0000182,0.2,2,0.8323,0.7128,103.7
ISIC_0000183,0.0,0,0.9659,0.934,24.6
ISIC_0000183,0.05,0,0.9617,0.9262,26.93
ISIC_0000183,0.05,1,0.9599,0.923,29.83
ISIC_0000183,0.05,2,0.9641,0.9307,27.51
ISIC_0000183,0.1,0,0.8502,0.7394,147.77
ISIC_0000183,0.1,1,0.9382,0.8837,58.0
ISIC_0000183,0.1,2,0.9164,0.8457,59.0
ISIC_0000183,0.2,0,0.825,0.7021,152.0
ISIC_0000183,0.2,1,0.9483,0.9016,65.3
ISIC_0000183,0.2,2,0.9043,0.8253,78.26
ISIC_0000184,0.0,0,0.9595,0.9221,36.0
ISIC_0000184,0.05,0,0.957,0.9176,45.12
ISIC_0000184,0.05,1,0.9537,0.9116,36.24
ISIC_0000184,0.05,2,0.9546,0.9131,31.22
ISIC_0000184,0.1,0,0.9064,0.8289,97.8
ISIC_0000184,0.1,1,0.9258,0.8619,50.57
ISIC_0000184,0.1,2,0.9124,0.839,60.0
ISIC_0000184,0.2,0,0.867,0.7653,112.35
ISIC_0000184,0.2,1,0.8178,0.6918,125.22
ISIC_0000184,0.2,2,0.6689,0.5025,230.03
ISIC_0000185,0.0,0,0.964,0.9305,17.72
ISIC_0000185,0.05,0,0.9206,0.8529,42.22
ISIC_0000185,0.05,1,0.8295,0.7087,87.08
ISIC_0000185,0.05,2,0.9536,0.9114,25.18
ISIC_0000185,0.1,0,0.7886,0.6509,98.61
ISIC_0000185,0.1,1,0.8967,0.8127,59.09
ISIC_0000185,0.1,2,0.84,0.7241,77.41
ISIC_0000185,0.2,0,0.8232,0.6995,89.92
ISIC_0000185,0.2,1,0.8566,0.7492,69.34
ISIC_0000185,0.2,2,0.8708,0.7712,60.42
ISIC_0000186,0.0,0,0.903,0.8232,26.87
ISIC_0000186,0.05,0,0.9332,0.8747,19.8
ISIC_0000186,0.05,1,0.9575,0.9185,15.26
ISIC_0000186,0.05,2,0.798,0.664,42.06
ISIC_0000186,0.1,0,0.9268,0.8636,28.16
ISIC_0000186,0.1,1,0.8776,0.7819,36.67
ISIC_0000186,0.1,2,0.9152,0.8437,29.82
ISIC_0000186,0.2,0,0.7713,0.6278,68.94
ISIC_0000186,0.2,1,0.7572,0.6092,71.0
ISIC_0000186,0.2,2,0.7244,0.5679,64.03
ISIC_0000187,0.0,0,0.948,0.9011,35.51
ISIC_0000187,0.05,0,0.942,0.8903,35.0
ISIC_0000187,0.05,1,0.9154,0.844,47.0
ISIC_0000187,0.05,2,0.9238,0.8584,51.0
ISIC_0000187,0.1,0,0.9213,0.8541,54.0
ISIC_0000187,0.1,1,0.9053,0.827,87.0
ISIC_0000187,0.1,2,0.7125,0.5534,146.19
ISIC_0000187,0.2,0,0.8987,0.8161,90.18
ISIC_0000187,0.2,1,0.5825,0.411,217.98
ISIC_0000187,0.2,2,0.9324,0.8734,45.0
ISIC_0000188,0.0,0,0.9559,0.9155,54.89
ISIC_0000188,0.05,0,0.9325,0.8736,73.0
ISIC_0000188,0.05,1,0.9535,0.9111,59.87
ISIC_0000188,0.05,2,0.9114,0.8372,73.34
ISIC_0000188,0.1,0,0.9023,0.8219,92.21
ISIC_0000188,0.1,1,0.8871,0.7972,113.12
ISIC_0000188,0.1,2,0.8756,0.7788,137.0
ISIC_0000188,0.2,0,0.8122,0.6838,223.51
ISIC_0000188,0.2,1,0.8875,0.7977,219.97
ISIC_0000188,0.2,2,0.762,0.6155,218.3
ISIC_0000189,0.0,0,0.9424,0.891,96.0
ISIC_0000189,0.05,0,0.9185,0.8493,95.81
ISIC_0000189,0.05,1,0.9357,0.8791,98.98
ISIC_0000189,0.05,2,0.9095,0.834,93.52
ISIC_0000189,0.1,0,0.9037,0.8244,97.05
ISIC_0000189,0.1,1,0.9328,0.8741,99.88
ISIC_0000189,0.1,2,0.8841,0.7924,114.0
ISIC_0000189,0.2,0,0.9224,0.8559,99.82
ISIC_0000189,0.2,1,0.911,0.8366,153.67
ISIC_0000189,0.2,2,0.759,0.6116,189.11
ISIC_0000190,0.0,0,0.9627,0.928,27.51
ISIC_0000190,0.05,0,0.9473,0.8999,34.15
ISIC_0000190,0.05,1,0.9587,0.9208,29.12
ISIC_0000190,0.05,2,0.9772,0.9555,24.0
ISIC_0000190,0.1,0,0.8821,0.789,59.79
ISIC_0000190,0.1,1,0.954,0.9121,26.57
ISIC_0000190,0.1,2,0.9511,0.9068,33.94
ISIC_0000190,0.2,0,0.8373,0.7201,114.39
ISIC_0000190,0.2,1,0.8789,0.784,112.04
ISIC_0000190,0.2,2,0.7716,0.6281,100.0
ISIC_0000191,0.0,0,0.9555,0.9148,29.41
ISIC_0000191,0.05,0,0.9596,0.9223,29.41
ISIC_0000191,0.05,1,0.92,0.8518,44.57
ISIC_0000191,0.05,2,0.8904,0.8024,51.0
ISIC_0000191,0.1,0,0.9364,0.8803,32.56
ISIC_0000191,0.1,1,0.9578,0.919,26.65
ISIC_0000191,0.1,2,0.8551,0.747,65.97
ISIC_0000191,0.2,0,0.8498,0.7388,96.08
ISIC_0000191,0.2,1,0.9331,0.8746,39.34
ISIC_0000191,0.2,2,0.8169,0.6904,100.76
ISIC_0000192,0.0,0,0.8277,0.706,164.09
ISIC_0000192,0.05,0,0.7904,0.6534,216.11
ISIC_0000192,0.05,1,0.8183,0.6925,154.96
ISIC_0000192,0.05,2,0.7951,0.6598,193.41
ISIC_0000192,0.1,0,0.8263,0.704,212.92
ISIC_0000192,0.1,1,0.8361,0.7184,201.33
ISIC_0000192,0.1,2,0.8609,0.7558,190.44
ISIC_0000192,0.2,0,0.6778,0.5127,272.11
ISIC_0000192,0.2,1,0.758,0.6102,213.38
ISIC_0000192,0.2,2,0.6984,0.5365,310.0
ISIC_0000193,0.0,0,0.891,0.8035,50.99
ISIC_0000193,0.05,0,0.9089,0.833,44.27
ISIC_0000193,0.05,1,0.8014,0.6687,71.17
ISIC_0000193,0.05,2,0.8855,0.7946,56.0
ISIC_0000193,0.1,0,0.8976,0.8142,45.49
ISIC_0000193,0.1,1,0.8746,0.7771,54.2
ISIC_0000193,0.1,2,0.8711,0.7716,51.4
ISIC_0000193,0.2,0,0.8994,0.8172,48.01
ISIC_0000193,0.2,1,0.8791,0.7843,75.89
ISIC_0000193,0.2,2,0.8276,0.7059,98.45
ISIC_0000196,0.0,0,0.9703,0.9423,25.06
ISIC_0000196,0.05,0,0.9673,0.9367,26.25
ISIC_0000196,0.05,1,0.9509,0.9063,44.55
ISIC_0000196,0.05,2,0.9499,0.9045,34.83
ISIC_0000196,0.1,0,0.9252,0.8608,73.25
ISIC_0000196,0.1,1,0.9629,0.9285,30.26
ISIC_0000196,0.1,2,0.9082,0.8318,98.01
ISIC_0000196,0.2,0,0.7864,0.648,180.42
ISIC_0000196,0.2,1,0.7281,0.5724,271.79
ISIC_0000196,0.2,2,0.9335,0.8753,79.77
ISIC_0000197,0.0,0,0.9755,0.9521,23.73
ISIC_0000197,0.05,0,0.9758,0.9528,24.04
ISIC_0000197,0.05,1,0.9735,0.9484,27.67
ISIC_0000197,0.05,2,0.9697,0.9412,27.07
ISIC_0000197,0.1,0,0.9602,0.9235,44.27
ISIC_0000197,0.1,1,0.9456,0.8967,48.0
ISIC_0000197,0.1,2,0.95,0.9047,49.73
ISIC_0000197,0.2,0,0.8521,0.7423,108.56
ISIC_0000197,0.2,1,0.7029,0.5419,249.58
ISIC_0000197,0.2,2,0.9117,0.8378,94.39
ISIC_0000198,0.0,0,0.9818,0.9643,5.83
ISIC_0000198,0.05,0,0.9772,0.9554,7.07
ISIC_0000198,0.05,1,0.9637,0.93,15.17
ISIC_0000198,0.05,2,0.9843,0.9691,5.39
ISIC_0000198,0.1,0,0.9637,0.93,25.71
ISIC_0000198,0.1,1,0.9545,0.9129,35.0
ISIC_0000198,0.1,2,0.9473,0.8999,37.0
ISIC_0000198,0.2,0,0.9127,0.8394,59.82
ISIC_0000198,0.2,1,0.8348,0.7164,62.39
ISIC_0000198,0.2,2,0.9062,0.8286,45.24
ISIC_0000199,0.0,0,0.9144,0.8423,20.61
ISIC_0000199,0.05,0,0.9386,0.8843,17.46
ISIC_0000199,0.05,1,0.9285,0.8666,18.79
ISIC_0000199,0.05,2,0.9283,0.8662,18.87
ISIC_0000199,0.1,0,0.8655,0.7628,41.44
ISIC_0000199,0.1,1,0.8719,0.7729,40.01
ISIC_0000199,0.1,2,0.9051,0.8266,29.15
ISIC_0000199,0.2,0,0.8405,0.7248,62.34
ISIC_0000199,0.2,1,0.8694,0.7689,60.41
ISIC_0000199,0.2,2,0.7726,0.6294,101.23
ISIC_0000200,0.0,0,0.9102,0.8352,38.9
ISIC_0000200,0.05,0,0.8912,0.8037,43.6
ISIC_0000200,0.05,1,0.9203,0.8523,38.9
ISIC_0000200,0.05,2,0.8937,0.8079,35.36
ISIC_0000200,0.1,0,0.9491,0.9032,24.04
ISIC_0000200,0.1,1,0.9227,0.8564,36.88
ISIC_0000200,0.1,2,0.8543,0.7457,67.56
ISIC_0000200,0.2,0,0.8535,0.7444,80.78
ISIC_0000200,0.2,1,0.9243,0.8592,41.23
ISIC_0000200,0.2,2,0.7344,0.5802,115.26
ISIC_0000201,0.0,0,0.9247,0.8599,27.45
ISIC_0000201,0.05,0,0.8997,0.8176,40.0
ISIC_0000201,0.05,1,0.9405,0.8877,23.54
ISIC_0000201,0.05,2,0.9229,0.8568,26.91
ISIC_0000201,0.1,0,0.8955,0.8108,43.05
ISIC_0000201,0.1,1,0.9489,0.9028,22.34
ISIC_0000201,0.1,2,0.9019,0.8214,45.16
