image_id,delta,realization_id,dice,iou,hd95
ISIC_0000486,0.2,0,0.7565,0.6084,86.62
ISIC_0000486,0.2,1,0.8296,0.7089,78.77
ISIC_0000486,0.2,2,0.9391,0.8852,32.02
ISIC_0000487,0.0,0,0.9333,0.8749,56.61
ISIC_0000487,0.05,0,0.9079,0.8313,88.24
ISIC_0000487,0.05,1,0.91,0.8349,97.23
ISIC_0000487,0.05,2,0.9174,0.8474,47.67
ISIC_0000487,0.1,0,0.8505,0.7399,119.0
ISIC_0000487,0.1,1,0.8356,0.7176,122.82
ISIC_0000487,0.1,2,0.8881,0.7987,80.73
ISIC_0000487,0.2,0,0.8546,0.7461,99.62
ISIC_0000487,0.2,1,0.8644,0.7612,113.35
ISIC_0000487,0.2,2,0.8333,0.7143,136.86
ISIC_0000488,0.0,0,0.9687,0.9392,12.0
ISIC_0000488,0.05,0,0.9509,0.9064,19.24
ISIC_0000488,0.05,1,0.9592,0.9217,18.97
ISIC_0000488,0.05,2,0.9648,0.9321,13.93
ISIC_0000488,0.1,0,0.9395,0.8858,31.06
ISIC_0000488,0.1,1,0.9347,0.8773,27.99
ISIC_0000488,0.1,2,0.9438,0.8936,24.6
ISIC_0000488,0.2,0,0.8764,0.78,73.41
ISIC_0000488,0.2,1,0.1117,0.0591,240.42
ISIC_0000488,0.2,2,0.9212,0.854,25.0
ISIC_0000489,0.0,0,0.9061,0.8284,69.34
ISIC_0000489,0.05,0,0.9143,0.8422,63.61
ISIC_0000489,0.05,1,0.9352,0.8784,30.08
ISIC_0000489,0.05,2,0.9097,0.8344,62.87
ISIC_0000489,0.1,0,0.8667,0.7648,77.57
ISIC_0000489,0.1,1,0.93,0.8691,32.31
ISIC_0000489,0.1,2,0.8765,0.7801,80.79
ISIC_0000489,0.2,0,0.5769,0.4053,132.25
ISIC_0000489,0.2,1,0.878,0.7825,66.03
ISIC_0000489,0.2,2,0.6214,0.4508,146.84
ISIC_0000490,0.0,0,0.9311,0.871,38.83
ISIC_0000490,0.05,0,0.9338,0.8758,38.83
ISIC_0000490,0.05,1,0.9263,0.8628,42.37
ISIC_0000490,0.05,2,0.9232,0.8574,41.56
ISIC_0000490,0.1,0,0.9292,0.8678,42.75
ISIC_0000490,0.1,1,0.9297,0.8687,41.65
ISIC_0000490,0.1,2,0.9162,0.8454,43.86
ISIC_0000490,0.2,0,0.9186,0.8495,43.89
ISIC_0000490,0.2,1,0.7397,0.5869,95.0
ISIC_0000490,0.2,2,0.8866,0.7964,75.09
ISIC_0000491,0.0,0,0.9489,0.9027,34.13
ISIC_0000491,0.05,0,0.9374,0.8821,40.85
ISIC_0000491,0.05,1,0.9407,0.888,33.24
ISIC_0000491,0.05,2,0.9449,0.8956,35.11
ISIC_0000491,0.1,0,0.9129,0.8397,68.7
ISIC_0000491,0.1,1,0.9246,0.8597,117.39
ISIC_0000491,0.1,2,0.9431,0.8923,37.0
ISIC_0000491,0.2,0,0.7608,0.6139,196.09
ISIC_0000491,0.2,1,0.7877,0.6498,167.79
ISIC_0000491,0.2,2,0.653,0.4847,188.83
ISIC_0000492,0.0,0,0.9535,0.9112,25.29
ISIC_0000492,0.05,0,0.96,0.9231,22.2
ISIC_0000492,0.05,1,0.9425,0.8913,29.16
ISIC_0000492,0.05,2,0.9531,0.9104,25.24
ISIC_0000492,0.1,0,0.9227,0.8565,41.73
ISIC_0000492,0.1,1,0.9595,0.9222,20.19
ISIC_0000492,0.1,2,0.9093,0.8337,27.89
ISIC_0000492,0.2,0,0.8649,0.7619,97.02
ISIC_0000492,0.2,1,0.8191,0.6936,57.91
ISIC_0000492,0.2,2,0.6369,0.4673,93.05
ISIC_0000493,0.0,0,0.9669,0.9359,23.33
ISIC_0000493,0.05,0,0.9348,0.8776,41.19
ISIC_0000493,0.05,1,0.8622,0.7578,151.4
ISIC_0000493,0.05,2,0.94,0.8868,43.17
ISIC_0000493,0.1,0,0.9049,0.8263,61.85
ISIC_0000493,0.1,1,0.9461,0.8978,33.59
ISIC_0000493,0.1,2,0.8831,0.7907,63.64
ISIC_0000493,0.2,0,0.797,0.6625,153.44
ISIC_0000493,0.2,1,0.7818,0.6418,168.37
ISIC_0000493,0.2,2,0.6939,0.5313,146.06
ISIC_0000494,0.0,0,0.9292,0.8677,27.73
ISIC_0000494,0.05,0,0.9227,0.8564,27.75
ISIC_0000494,0.05,1,0.9395,0.8859,26.68
ISIC_0000494,0.05,2,0.9289,0.8672,27.3
ISIC_0000494,0.1,0,0.9073,0.8304,39.12
ISIC_0000494,0.1,1,0.9282,0.866,31.3
ISIC_0000494,0.1,2,0.9198,0.8514,30.64
ISIC_0000494,0.2,0,0.816,0.6892,64.07
ISIC_0000494,0.2,1,0.8935,0.8075,52.14
ISIC_0000494,0.2,2,0.9213,0.8541,35.35
ISIC_0000495,0.0,0,0.9633,0.9293,19.65
ISIC_0000495,0.05,0,0.9438,0.8937,23.02
ISIC_0000495,0.05,1,0.9295,0.8682,34.53
ISIC_0000495,0.05,2,0.9437,0.8934,27.78
ISIC_0000495,0.1,0,0.8609,0.7557,71.57
ISIC_0000495,0.1,1,0.8856,0.7946,80.01
ISIC_0000495,0.1,2,0.9227,0.8566,41.23
ISIC_0000495,0.2,0,0.8601,0.7545,82.15
ISIC_0000495,0.2,1,0.7059,0.5455,90.01
ISIC_0000495,0.2,2,0.8057,0.6747,107.07
ISIC_0000496,0.0,0,0.9169,0.8466,51.08
ISIC_0000496,0.05,0,0.8957,0.8111,74.99
ISIC_0000496,0.05,1,0.838,0.7212,76.93
ISIC_0000496,0.05,2,0.8256,0.7031,70.27
ISIC_0000496,0.1,0,0.7248,0.5684,103.24
ISIC_0000496,0.1,1,0.8459,0.733,86.6
ISIC_0000496,0.1,2,0.7819,0.6418,89.83
ISIC_0000496,0.2,0,0.9033,0.8236,43.66
ISIC_0000496,0.2,1,0.7548,0.6062,103.28
ISIC_0000496,0.2,2,0.8,0.6667,106.0
ISIC_0000498,0.0,0,0.9452,0.8961,25.8
ISIC_0000498,0.05,0,0.9546,0.9132,26.26
ISIC_0000498,0.05,1,0.9525,0.9094,22.8
ISIC_0000498,0.05,2,0.9492,0.9033,26.57
ISIC_0000498,0.1,0,0.9247,0.8599,44.88
ISIC_0000498,0.1,1,0.9143,0.8421,49.11
ISIC_0000498,0.1,2,0.9015,0.8207,54.59
ISIC_0000498,0.2,0,0.2161,0.1211,266.09
ISIC_0000498,0.2,1,0.8649,0.7619,110.0
ISIC_0000498,0.2,2,0.9415,0.8895,61.04
ISIC_0000499,0.0,0,0.9005,0.819,31.38
ISIC_0000499,0.05,0,0.8714,0.7721,34.43
ISIC_0000499,0.05,1,0.8682,0.7671,35.87
ISIC_0000499,0.05,2,0.9156,0.8444,25.78
ISIC_0000499,0.1,0,0.8846,0.7931,38.54
ISIC_0000499,0.1,1,0.867,0.7652,45.0
ISIC_0000499,0.1,2,0.9063,0.8287,34.71
ISIC_0000499,0.2,0,0.7905,0.6536,87.12
ISIC_0000499,0.2,1,0.6871,0.5234,156.49
ISIC_0000499,0.2,2,0.7923,0.656,105.04
ISIC_0000500,0.0,0,0.9312,0.8713,25.5
ISIC_0000500,0.05,0,0.9411,0.8888,22.8
ISIC_0000500,0.05,1,0.915,0.8433,30.68
ISIC_0000500,0.05,2,0.9491,0.9031,20.0
ISIC_0000500,0.1,0,0.9294,0.8681,34.26
ISIC_0000500,0.1,1,0.9121,0.8383,63.51
ISIC_0000500,0.1,2,0.8767,0.7805,44.92
ISIC_0000500,0.2,0,0.8454,0.7321,112.86
ISIC_0000500,0.2,1,0.875,0.7777,81.85
ISIC_0000500,0.2,2,0.835,0.7167,72.8
ISIC_0000501,0.0,0,0.9531,0.9104,24.18
ISIC_0000501,0.05,0,0.9515,0.9075,28.46
ISIC_0000501,0.05,1,0.9545,0.913,20.62
ISIC_0000501,0.05,2,0.9453,0.8962,23.81
ISIC_0000501,0.1,0,0.9207,0.8531,29.61
ISIC_0000501,0.1,1,0.929,0.8674,33.24
ISIC_0000501,0.1,2,0.8862,0.7957,40.8
ISIC_0000501,0.2,0,0.896,0.8116,44.0
ISIC_0000501,0.2,1,0.8389,0.7224,71.3
ISIC_0000501,0.2,2,0.9259,0.862,33.24
ISIC_0000503,0.0,0,0.9529,0.91,20.59
ISIC_0000503,0.05,0,0.9425,0.8912,37.01
ISIC_0000503,0.05,1,0.9395,0.8859,38.23
ISIC_0000503,0.05,2,0.9372,0.8818,27.78
ISIC_0000503,0.1,0,0.9326,0.8737,42.24
ISIC_0000503,0.1,1,0.7557,0.6073,136.76
ISIC_0000503,0.1,2,0.8823,0.7894,65.3
ISIC_0000503,0.2,0,0.918,0.8485,61.37
ISIC_0000503,0.2,1,0.7405,0.588,116.8
ISIC_0000503,0.2,2,0.8077,0.6775,94.7
ISIC_0000504,0.0,0,0.9405,0.8876,105.08
ISIC_0000504,0.05,0,0.93,0.8692,110.44
ISIC_0000504,0.05,1,0.9338,0.8759,106.48
ISIC_0000504,0.05,2,0.9421,0.8906,100.77
ISIC_0000504,0.1,0,0.9443,0.8944,146.0
ISIC_0000504,0.1,1,0.7705,0.6267,333.31
ISIC_0000504,0.1,2,0.8654,0.7628,188.12
ISIC_0000504,0.2,0,0.8693,0.7688,254.29
ISIC_0000504,0.2,1,0.7377,0.5844,311.77
ISIC_0000504,0.2,2,0.8904,0.8025,219.58
ISIC_0000505,0.0,0,0.9613,0.9255,12.08
ISIC_0000505,0.05,0,0.9125,0.8391,39.0
ISIC_0000505,0.05,1,0.9559,0.9156,17.22
ISIC_0000505,0.05,2,0.913,0.84,40.9
ISIC_0000505,0.1,0,0.8851,0.7938,45.1
ISIC_0000505,0.1,1,0.921,0.8536,34.25
ISIC_0000505,0.1,2,0.8996,0.8176,42.76
ISIC_0000505,0.2,0,0.7471,0.5963,97.06
ISIC_0000505,0.2,1,0.7789,0.6379,95.16
ISIC_0000505,0.2,2,0.7396,0.5869,90.34
ISIC_0000506,0.0,0,0.9314,0.8716,14.87
ISIC_0000506,0.05,0,0.935,0.8779,14.0
ISIC_0000506,0.05,1,0.9192,0.8504,16.28
ISIC_0000506,0.05,2,0.9061,0.8282,18.68
ISIC_0000506,0.1,0,0.8715,0.7723,30.27
ISIC_0000506,0.1,1,0.8794,0.7848,26.87
ISIC_0000506,0.1,2,0.896,0.8116,27.05
ISIC_0000506,0.2,0,0.8406,0.7251,51.08
ISIC_0000506,0.2,1,0.7665,0.6215,64.28
ISIC_0000506,0.2,2,0.8095,0.68,72.92
ISIC_0000507,0.0,0,0.9828,0.9662,8.94
ISIC_0000507,0.05,0,0.9576,0.9186,22.02
ISIC_0000507,0.05,1,0.9604,0.9239,17.0
ISIC_0000507,0.05,2,0.9695,0.9409,15.13
ISIC_0000507,0.1,0,0.9525,0.9093,31.26
ISIC_0000507,0.1,1,0.9409,0.8884,24.74
ISIC_0000507,0.1,2,0.9373,0.882,43.93
ISIC_0000507,0.2,0,0.8416,0.7265,76.9
ISIC_0000507,0.2,1,0.8073,0.6768,103.61
ISIC_0000507,0.2,2,0.8698,0.7696,64.53
ISIC_0000508,0.0,0,0.9718,0.9452,13.43
ISIC_0000508,0.05,0,0.9691,0.94,17.61
ISIC_0000508,0.05,1,0.969,0.9399,15.65
ISIC_0000508,0.05,2,0.9672,0.9365,17.0
ISIC_0000508,0.1,0,0.8657,0.7633,99.94
ISIC_0000508,0.1,1,0.9502,0.9052,34.0
ISIC_0000508,0.1,2,0.9315,0.8718,25.0
ISIC_0000508,0.2,0,0.9507,0.906,36.15
ISIC_0000508,0.2,1,0.9518,0.9081,23.41
ISIC_0000508,0.2,2,0.9555,0.9148,19.96
ISIC_0000509,0.0,0,0.981,0.9626,9.85
ISIC_0000509,0.05,0,0.9798,0.9604,11.0
ISIC_0000509,0.05,1,0.9809,0.9625,10.44
ISIC_0000509,0.05,2,0.9794,0.9596,10.44
ISIC_0000509,0.1,0,0.9443,0.8945,28.64
ISIC_0000509,0.1,1,0.7873,0.6492,101.13
ISIC_0000509,0.1,2,0.9095,0.8341,63.33
ISIC_0000509,0.2,0,0.8297,0.7089,124.6
ISIC_0000509,0.2,1,0.7653,0.6199,125.89
ISIC_0000509,0.2,2,0.8072,0.6768,111.74
ISIC_0000510,0.0,0,0.9517,0.9078,22.47
ISIC_0000510,0.05,0,0.9504,0.9055,25.02
ISIC_0000510,0.05,1,0.9326,0.8737,28.44
ISIC_0000510,0.05,2,0.9563,0.9162,25.0
ISIC_0000510,0.1,0,0.9386,0.8843,25.94
ISIC_0000510,0.1,1,0.9426,0.8914,29.43
ISIC_0000510,0.1,2,0.9308,0.8706,43.11
ISIC_0000510,0.2,0,0.5198,0.3512,175.3
ISIC_0000510,0.2,1,0.6824,0.5179,123.47
ISIC_0000510,0.2,2,0.8125,0.6841,87.67
ISIC_0000511,0.0,0,0.941,0.8885,45.13
ISIC_0000511,0.05,0,0.9127,0.8394,61.76
ISIC_0000511,0.05,1,0.8917,0.8046,72.03
ISIC_0000511,0.05,2,0.9287,0.8669,49.46
ISIC_0000511,0.1,0,0.9108,0.8363,64.04
ISIC_0000511,0.1,1,0.8972,0.8136,77.04
ISIC_0000511,0.1,2,0.8929,0.8065,83.02
ISIC_0000511,0.2,0,0.8023,0.6699,101.77
ISIC_0000511,0.2,1,0.9006,0.8192,96.9
ISIC_0000511,0.2,2,0.828,0.7065,128.4
ISIC_0000513,0.0,0,0.9109,0.8363,37.9
ISIC_0000513,0.05,0,0.8987,0.8161,41.23
ISIC_0000513,0.05,1,0.912,0.8382,40.16
ISIC_0000513,0.05,2,0.9321,0.8728,31.38
ISIC_0000513,0.1,0,0.9108,0.8362,46.39
ISIC_0000513,0.1,1,0.8303,0.7099,58.01
ISIC_0000513,0.1,2,0.9245,0.8597,32.69
ISIC_0000513,0.2,0,0.6918,0.5288,181.72
ISIC_0000513,0.2,1,0.882,0.7889,50.01
ISIC_0000513,0.2,2,0.7668,0.6218,109.12
ISIC_0000514,0.0,0,0.9521,0.9085,21.11
ISIC_0000514,0.05,0,0.9508,0.9062,25.0
ISIC_0000514,0.05,1,0.9356,0.879,24.17
ISIC_0000514,0.05,2,0.9491,0.9032,21.84
ISIC_0000514,0.1,0,0.9153,0.8438,29.73
ISIC_0000514,0.1,1,0.7148,0.5562,50.66
ISIC_0000514,0.1,2,0.9243,0.8592,24.02
ISIC_0000514,0.2,0,0.7883,0.6505,70.67
ISIC_0000514,0.2,1,0.4839,0.3192,134.18
ISIC_0000514,0.2,2,0.8141,0.6864,85.0
ISIC_0000515,0.0,0,0.9401,0.8869,35.17
ISIC_0000515,0.05,0,0.9475,0.9002,28.02
ISIC_0000515,0.05,1,0.9505,0.9057,34.06
ISIC_0000515,0.05,2,0.9201,0.852,43.74
ISIC_0000515,0.1,0,0.7555,0.6071,222.44
ISIC_0000515,0.1,1,0.6397,0.4703,260.01
ISIC_0000515,0.1,2,0.9337,0.8757,43.74
ISIC_0000515,0.2,0,0.9468,0.8989,31.09
ISIC_0000515,0.2,1,0.806,0.675,198.71
ISIC_0000515,0.2,2,0.3998,0.2498,212.18
ISIC_0000517,0.0,0,0.8679,0.7666,167.99
ISIC_0000517,0.05,0,0.8029,0.6707,193.03
ISIC_0000517,0.05,1,0.8679,0.7666,167.99
ISIC_0000517,0.05,2,0.6161,0.4452,334.37
ISIC_0000517,0.1,0,0.8684,0.7674,165.02
ISIC_0000517,0.1,1,0.6451,0.4761,291.62
ISIC_0000517,0.1,2,0.8679,0.7666,167.99
ISIC_0000517,0.2,0,0.7533,0.6042,205.0
ISIC_0000517,0.2,1,0.6455,0.4766,254.51
ISIC_0000517,0.2,2,0.5854,0.4138,223.0
ISIC_0000518,0.0,0,0.9058,0.8278,33.6
ISIC_0000518,0.05,0,0.911,0.8366,31.74
ISIC_0000518,0.05,1,0.8699,0.7697,42.0
ISIC_0000518,0.05,2,0.8714,0.7721,44.69
ISIC_0000518,0.1,0,0.8437,0.7297,57.73
ISIC_0000518,0.1,1,0.8609,0.7557,50.0
ISIC_0000518,0.1,2,0.8821,0.7891,46.68
ISIC_0000518,0.2,0,0.9038,0.8244,36.8
ISIC_0000518,0.2,1,0.8406,0.725,67.6
ISIC_0000518,0.2,2,0.8428,0.7283,63.06
ISIC_0000519,0.0,0,0.9261,0.8623,128.57
ISIC_0000519,0.05,0,0.9399,0.8866,125.19
ISIC_0000519,0.05,1,0.9044,0.8255,169.25
ISIC_0000519,0.05,2,0.9517,0.9078,103.0
ISIC_0000519,0.1,0,0.8507,0.7402,277.11
ISIC_0000519,0.1,1,0.8089,0.6791,255.98
ISIC_0000519,0.1,2,0.8885,0.7994,203.12
ISIC_0000519,0.2,0,0.8231,0.6994,573.31
ISIC_0000519,0.2,1,0.8863,0.7959,300.13
ISIC_0000519,0.2,2,0.8038,0.672,498.05
ISIC_0000520,0.0,0,0.8785,0.7833,174.12
ISIC_0000520,0.05,0,0.8901,0.8019,165.45
ISIC_0000520,0.05,1,0.8884,0.7992,173.67
ISIC_0000520,0.05,2,0.9063,0.8287,165.73
ISIC_0000520,0.1,0,0.8952,0.8103,156.08
ISIC_0000520,0.1,1,0.9046,0.8258,149.34
ISIC_0000520,0.1,2,0.8784,0.7831,146.07
ISIC_0000520,0.2,0,0.8471,0.7347,292.45
ISIC_0000520,0.2,1,0.8753,0.7783,216.64
ISIC_0000520,0.2,2,0.6385,0.469,297.84
ISIC_0000521,0.0,0,0.9569,0.9174,71.18
ISIC_0000521,0.05,0,0.9495,0.9038,80.6
ISIC_0000521,0.05,1,0.9622,0.9271,68.73
ISIC_0000521,0.05,2,0.9344,0.8769,93.23
ISIC_0000521,0.1,0,0.8885,0.7994,140.1
ISIC_0000521,0.1,1,0.9579,0.9193,122.89
ISIC_0000521,0.1,2,0.9593,0.9218,84.0
ISIC_0000521,0.2,0,0.6349,0.4651,694.94
ISIC_0000521,0.2,1,0.9072,0.8301,265.2
ISIC_0000521,0.2,2,0.5797,0.4081,684.03
ISIC_0000522,0.0,0,0.9304,0.8699,40.44
ISIC_0000522,0.05,0,0.8461,0.7332,99.71
ISIC_0000522,0.05,1,0.9012,0.8201,50.17
ISIC_0000522,0.05,2,0.9144,0.8424,43.75
ISIC_0000522,0.1,0,0.8011,0.6682,103.99
ISIC_0000522,0.1,1,0.8211,0.6965,96.43
ISIC_0000522,0.1,2,0.8386,0.722,169.84
ISIC_0000522,0.2,0,0.7137,0.5548,147.26
ISIC_0000522,0.2,1,0.7365,0.5829,115.55
ISIC_0000522,0.2,2,0.5996,0.4282,144.24
ISIC_0000523,0.0,0,0.95,0.9048,20.59
ISIC_0000523,0.05,0,0.9536,0.9114,20.62
ISIC_0000523,0.05,1,0.9435,0.8931,21.0
ISIC_0000523,0.05,2,0.9429,0.8919,32.25
ISIC_0000523,0.1,0,0.8964,0.8122,46.95
ISIC_0000523,0.1,1,0.9017,0.8211,65.8
ISIC_0000523,0.1,2,0.8821,0.7891,42.04
ISIC_0000523,0.2,0,0.9221,0.8555,39.05
ISIC_0000523,0.2,1,0.8769,0.7808,61.06
ISIC_0000523,0.2,2,0.8413,0.7261,70.49
ISIC_0000524,0.0,0,0.9707,0.943,17.12
ISIC_0000524,0.05,0,0.9628,0.9282,20.25
ISIC_0000524,0.05,1,0.9671,0.9363,18.04
ISIC_0000524,0.05,2,0.9652,0.9327,19.7
ISIC_0000524,0.1,0,0.8468,0.7344,109.12
ISIC_0000524,0.1,1,0.9501,0.905,32.31
ISIC_0000524,0.1,2,0.767,0.622,176.28
ISIC_0000524,0.2,0,0.8532,0.744,92.52
ISIC_0000524,0.2,1,0.9622,0.9271,26.51
ISIC_0000524,0.2,2,0.888,0.7986,100.72
ISIC_0000525,0.0,0,0.9722,0.9459,17.12
ISIC_0000525,0.05,0,0.967,0.9361,20.0
ISIC_0000525,0.05,1,0.9738,0.949,16.0
ISIC_0000525,0.05,2,0.962,0.9268,22.02
ISIC_0000525,0.1,0,0.9274,0.8647,45.51
ISIC_0000525,0.1,1,0.8901,0.8019,76.32
ISIC_0000525,0.1,2,0.1964,0.1089,219.08
ISIC_0000525,0.2,0,0.2847,0.1659,146.05
ISIC_0000525,0.2,1,0.7326,0.578,124.34
ISIC_0000525,0.2,2,0.5574,0.3864,228.29
ISIC_0000527,0.0,0,0.9533,0.9108,28.99
ISIC_0000527,0.05,0,0.9356,0.879,30.23
ISIC_0000527,0.05,1,0.9435,0.893,31.13
ISIC_0000527,0.05,2,0.9359,0.8795,32.76
ISIC_0000527,0.1,0,0.923,0.857,42.95
ISIC_0000527,0.1,1,0.9291,0.8676,32.82
ISIC_0000527,0.1,2,0.9411,0.8887,36.45
ISIC_0000527,0.2,0,0.9227,0.8564,62.59
ISIC_0000527,0.2,1,0.7578,0.61,131.24
ISIC_0000527,0.2,2,0.9208,0.8532,50.25
ISIC_0000528,0.0,0,0.9304,0.8698,27.27
ISIC_0000528,0.05,0,0.9085,0.8324,39.0
ISIC_0000528,0.05,1,0.9176,0.8477,34.08
ISIC_0000528,0.05,2,0.9241,0.8589,27.73
ISIC_0000528,0.1,0,0.895,0.81,35.9
ISIC_0000528,0.1,1,0.8921,0.8052,33.08
ISIC_0000528,0.1,2,0.9111,0.8366,34.46
ISIC_0000528,0.2,0,0.7937,0.6579,71.09
ISIC_0000528,0.2,1,0.6919,0.529,84.18
ISIC_0000528,0.2,2,0.8072,0.6767,70.0
ISIC_0000529,0.0,0,0.9537,0.9115,54.58
ISIC_0000529,0.05,0,0.9438,0.8936,53.76
ISIC_0000529,0.05,1,0.9461,0.8978,50.16
ISIC_0000529,0.05,2,0.9521,0.9085,33.0
ISIC_0000529,0.1,0,0.9384,0.8839,58.69
ISIC_0000529,0.1,1,0.9421,0.8906,43.59
ISIC_0000529,0.1,2,0.9062,0.8286,73.33
ISIC_0000529,0.2,0,0.5927,0.4211,216.75
ISIC_0000529,0.2,1,0.9176,0.8477,49.09
ISIC_0000529,0.2,2,0.6836,0.5193,237.48
ISIC_0000530,0.0,0,0.9239,0.8586,37.0
ISIC_0000530,0.05,0,0.9075,0.8306,38.9
ISIC_0000530,0.05,1,0.8748,0.7775,54.58
ISIC_0000530,0.05,2,0.9279,0.8656,36.06
ISIC_0000530,0.1,0,0.88,0.7857,64.0
ISIC_0000530,0.1,1,0.8869,0.7967,52.61
ISIC_0000530,0.1,2,0.9367,0.8809,40.39
ISIC_0000530,0.2,0,0.7549,0.6063,128.13
ISIC_0000530,0.2,1,0.7563,0.6081,105.76
ISIC_0000530,0.2,2,0.7889,0.6514,89.49
ISIC_0000531,0.0,0,0.9606,0.9242,23.35
ISIC_0000531,0.05,0,0.9276,0.865,50.5
ISIC_0000531,0.05,1,0.9516,0.9077,25.52
ISIC_0000531,0.05,2,0.9566,0.9169,24.0
ISIC_0000531,0.1,0,0.9167,0.8461,32.55
ISIC_0000531,0.1,1,0.9396,0.8861,37.18
ISIC_0000531,0.1,2,0.9493,0.9034,28.32
ISIC_0000531,0.2,0,0.942,0.8904,37.66
ISIC_0000531,0.2,1,0.8505,0.7399,99.92
ISIC_0000531,0.2,2,0.8994,0.8172,62.29
ISIC_0000532,0.0,0,0.9248,0.8602,33.94
ISIC_0000532,0.05,0,0.8982,0.8152,52.97
ISIC_0000532,0.05,1,0.9133,0.8404,29.83
ISIC_0000532,0.05,2,0.9318,0.8723,30.81
ISIC_0000532,0.1,0,0.9148,0.843,40.18
ISIC_0000532,0.1,1,0.8881,0.7987,50.93
ISIC_0000532,0.1,2,0.8446,0.731,51.48
ISIC_0000532,0.2,0,0.7765,0.6347,101.15
ISIC_0000532,0.2,1,0.8362,0.7185,86.87
ISIC_0000532,0.2,2,0.4681,0.3056,201.28
ISIC_0000533,0.0,0,0.9299,0.8689,39.96
ISIC_0000533,0.05,0,0.9312,0.8712,73.88
ISIC_0000533,0.05,1,0.9362,0.88,34.89
ISIC_0000533,0.05,2,0.9167,0.8462,48.75
ISIC_0000533,0.1,0,0.8735,0.7754,86.28
ISIC_0000533,0.1,1,0.9117,0.8378,49.19
ISIC_0000533,0.1,2,0.9188,0.8498,53.6
ISIC_0000533,0.2,0,0.934,0.8762,46.15
ISIC_0000533,0.2,1,0.8806,0.7866,110.43
ISIC_0000533,0.2,2,0.7058,0.5454,130.08
ISIC_0000534,0.0,0,0.6733,0.5075,39.56
ISIC_0000534,0.05,0,0.6463,0.4775,36.0
ISIC_0000534,0.05,1,0.4793,0.3152,83.35
ISIC_0000534,0.05,2,0.2583,0.1483,97.05
ISIC_0000534,0.1,0,0.7942,0.6587,88.56
ISIC_0000534,0.1,1,0.8472,0.735,69.34
ISIC_0000534,0.1,2,0.8721,0.7733,65.56
ISIC_0000534,0.2,0,0.1493,0.0807,295.16
ISIC_0000534,0.2,1,0.3573,0.2175,161.08
ISIC_0000534,0.2,2,0.698,0.5361,136.46
ISIC_0000535,0.0,0,0.97,0.9418,17.0
ISIC_0000535,0.05,0,0.9698,0.9414,16.0
ISIC_0000535,0.05,1,0.9646,0.9317,19.72
ISIC_0000535,0.05,2,0.9704,0.9426,17.0
ISIC_0000535,0.1,0,0.9556,0.9149,21.17
ISIC_0000535,0.1,1,0.929,0.8674,33.54
ISIC_0000535,0.1,2,0.8682,0.7671,51.57
ISIC_0000535,0.2,0,0.57,0.3987,117.89
ISIC_0000535,0.2,1,0.7835,0.644,68.06
ISIC_0000535,0.2,2,0.824,0.7007,91.24
ISIC_0000536,0.0,0,0.9308,0.8705,12.06
ISIC_0000536,0.05,0,0.9155,0.8442,14.03
ISIC_0000536,0.05,1,0.9132,0.8403,13.36
ISIC_0000536,0.05,2,0.9415,0.8894,12.04
ISIC_0000536,0.1,0,0.922,0.8552,13.89
ISIC_0000536,0.1,1,0.9087,0.8327,18.79
ISIC_0000536,0.1,2,0.8835,0.7913,19.92
ISIC_0000536,0.2,0,0.9268,0.8635,16.28
ISIC_0000536,0.2,1,0.8785,0.7833,19.99
ISIC_0000536,0.2,2,0.6145,0.4435,72.04
ISIC_0000537,0.0,0,0.9251,0.8606,65.56
ISIC_0000537,0.05,0,0.9144,0.8422,60.85
ISIC_0000537,0.05,1,0.9117,0.8378,70.53
ISIC_0000537,0.05,2,0.9212,0.854,64.0
ISIC_0000537,0.1,0,0.919,0.8501,65.19
ISIC_0000537,0.1,1,0.9128,0.8395,68.25
ISIC_0000537,0.1,2,0.893,0.8066,68.66
ISIC_0000537,0.2,0,0.7637,0.6178,109.37
ISIC_0000537,0.2,1,0.7967,0.6621,120.0
ISIC_0000537,0.2,2,0.7115,0.5523,125.58
ISIC_0000538,0.0,0,0.9553,0.9144,19.72
ISIC_0000538,0.05,0,0.9529,0.9101,17.85
ISIC_0000538,0.05,1,0.9442,0.8943,18.6
ISIC_0000538,0.05,2,0.9444,0.8947,29.41
ISIC_0000538,0.1,0,0.8822,0.7892,57.16
ISIC_0000538,0.1,1,0.9493,0.9036,20.12
ISIC_0000538,0.1,2,0.9331,0.8746,24.81
ISIC_0000538,0.2,0,0.8473,0.7351,90.15
ISIC_0000538,0.2,1,0.8366,0.719,85.99
ISIC_0000538,0.2,2,0.8512,0.7409,75.24
ISIC_0000539,0.0,0,0.9549,0.9137,19.42
ISIC_0000539,0.05,0,0.9418,0.89,25.18
ISIC_0000539,0.05,1,0.9726,0.9467,16.07
ISIC_0000539,0.05,2,0.9694,0.9405,18.25
ISIC_0000539,0.1,0,0.9471,0.8994,28.85
ISIC_0000539,0.1,1,0.9223,0.8559,68.47
ISIC_0000539,0.1,2,0.9554,0.9147,20.0
ISIC_0000539,0.2,0,0.1419,0.0763,211.84
ISIC_0000539,0.2,1,0.8696,0.7693,159.11
ISIC_0000539,0.2,2,0.6712,0.5051,242.61
ISIC_0000540,0.0,0,0.9699,0.9415,21.21
ISIC_0000540,0.05,0,0.9541,0.9123,27.76
