ablation_variant,image_id,skin_tone_group,delta,realization_id,dice,iou
Constant Gate (gamma = 1.0),000387,FST_I_II_Light,0.2,3,0.8475609756097561,0.7354497354497355
Constant Gate (gamma = 1.0),000388,FST_I_II_Light,0.0,0,0.9293139293139293,0.8679611650485437
Constant Gate (gamma = 1.0),000388,FST_I_II_Light,0.2,1,0.8425624321389794,0.7279549718574109
Constant Gate (gamma = 1.0),000388,FST_I_II_Light,0.2,2,0.9326633165829146,0.8738229755178908
Constant Gate (gamma = 1.0),000388,FST_I_II_Light,0.2,3,0.9382198952879581,0.883629191321499
Constant Gate (gamma = 1.0),000389,FST_I_II_Light,0.0,0,0.7927927927927928,0.6567164179104478
Constant Gate (gamma = 1.0),000389,FST_I_II_Light,0.2,1,0.8316831683168316,0.711864406779661
Constant Gate (gamma = 1.0),000389,FST_I_II_Light,0.2,2,0.8073394495412844,0.676923076923077
Constant Gate (gamma = 1.0),000389,FST_I_II_Light,0.2,3,0.734375,0.5802469135802469
Constant Gate (gamma = 1.0),000390,FST_I_II_Light,0.0,0,0.807843137254902,0.6776315789473685
Constant Gate (gamma = 1.0),000390,FST_I_II_Light,0.2,1,0.8174904942965779,0.6913183279742765
Constant Gate (gamma = 1.0),000390,FST_I_II_Light,0.2,2,0.9246231155778895,0.8598130841121495
Constant Gate (gamma = 1.0),000390,FST_I_II_Light,0.2,3,0.8266666666666667,0.7045454545454546
Constant Gate (gamma = 1.0),000391,FST_I_II_Light,0.0,0,0.7828162291169452,0.6431372549019608
Constant Gate (gamma = 1.0),000391,FST_I_II_Light,0.2,1,0.7435294117647059,0.5917602996254682
Constant Gate (gamma = 1.0),000391,FST_I_II_Light,0.2,2,0.7832512315270936,0.6437246963562753
Constant Gate (gamma = 1.0),000391,FST_I_II_Light,0.2,3,0.7785547785547785,0.6374045801526718
Constant Gate (gamma = 1.0),000395,FST_I_II_Light,0.0,0,0.8740157480314961,0.7762237762237763
Constant Gate (gamma = 1.0),000395,FST_I_II_Light,0.2,1,0.8300395256916996,0.7094594594594594
Constant Gate (gamma = 1.0),000395,FST_I_II_Light,0.2,2,0.8854961832061069,0.7945205479452054
Constant Gate (gamma = 1.0),000395,FST_I_II_Light,0.2,3,0.8897338403041825,0.8013698630136986
Constant Gate (gamma = 1.0),000403,FST_I_II_Light,0.0,0,0.8989838613269575,0.8165038002171553
Constant Gate (gamma = 1.0),000403,FST_I_II_Light,0.2,1,0.8288060644346178,0.7076591154261057
Constant Gate (gamma = 1.0),000403,FST_I_II_Light,0.2,2,0.9095951192457016,0.8341810783316378
Constant Gate (gamma = 1.0),000403,FST_I_II_Light,0.2,3,0.8951965065502183,0.8102766798418972
Constant Gate (gamma = 1.0),000405,FST_I_II_Light,0.0,0,0.92534281361097,0.8610586011342155
Constant Gate (gamma = 1.0),000405,FST_I_II_Light,0.2,1,0.7511835875854813,0.6015164279696714
Constant Gate (gamma = 1.0),000405,FST_I_II_Light,0.2,2,0.9222748815165877,0.8557607739665787
Constant Gate (gamma = 1.0),000405,FST_I_II_Light,0.2,3,0.9011406844106464,0.8200692041522492
Constant Gate (gamma = 1.0),000406,FST_I_II_Light,0.0,0,0.9116874934369421,0.8377074488614434
Constant Gate (gamma = 1.0),000406,FST_I_II_Light,0.2,1,0.857709987463435,0.7508688494603988
Constant Gate (gamma = 1.0),000406,FST_I_II_Light,0.2,2,0.8838735335056671,0.7919116337074649
Constant Gate (gamma = 1.0),000406,FST_I_II_Light,0.2,3,0.8171870294147174,0.6908843999320998
Constant Gate (gamma = 1.0),000407,FST_I_II_Light,0.0,0,0.8785714285714286,0.7834394904458599
Constant Gate (gamma = 1.0),000407,FST_I_II_Light,0.2,1,0.8356164383561644,0.7176470588235294
Constant Gate (gamma = 1.0),000407,FST_I_II_Light,0.2,2,0.8333333333333334,0.7142857142857143
Constant Gate (gamma = 1.0),000407,FST_I_II_Light,0.2,3,0.9150326797385621,0.8433734939759037
Constant Gate (gamma = 1.0),000408,FST_I_II_Light,0.0,0,0.7867298578199052,0.6484375
Constant Gate (gamma = 1.0),000408,FST_I_II_Light,0.2,1,0.7511737089201878,0.6015037593984962
Constant Gate (gamma = 1.0),000408,FST_I_II_Light,0.2,2,0.8018867924528302,0.6692913385826772
Constant Gate (gamma = 1.0),000408,FST_I_II_Light,0.2,3,0.726530612244898,0.5705128205128205
Constant Gate (gamma = 1.0),000411,FST_I_II_Light,0.0,0,0.8530805687203792,0.743801652892562
Constant Gate (gamma = 1.0),000411,FST_I_II_Light,0.2,1,0.8598130841121495,0.7540983606557377
Constant Gate (gamma = 1.0),000411,FST_I_II_Light,0.2,2,0.8348623853211009,0.7165354330708661
Constant Gate (gamma = 1.0),000411,FST_I_II_Light,0.2,3,0.774468085106383,0.6319444444444444
Constant Gate (gamma = 1.0),000415,FST_I_II_Light,0.0,0,0.9403606102635229,0.887434554973822
Constant Gate (gamma = 1.0),000415,FST_I_II_Light,0.2,1,0.941970310391363,0.8903061224489796
Constant Gate (gamma = 1.0),000415,FST_I_II_Light,0.2,2,0.9378839590443686,0.8830334190231363
Constant Gate (gamma = 1.0),000415,FST_I_II_Light,0.2,3,0.938255033557047,0.8836915297092288
Constant Gate (gamma = 1.0),000417,FST_I_II_Light,0.0,0,0.839041095890411,0.7227138643067846
Constant Gate (gamma = 1.0),000417,FST_I_II_Light,0.2,1,0.7210031347962382,0.5637254901960784
Constant Gate (gamma = 1.0),000417,FST_I_II_Light,0.2,2,0.7687213448802853,0.6243276789408357
Constant Gate (gamma = 1.0),000417,FST_I_II_Light,0.2,3,0.826074415921546,0.7036855036855036
Constant Gate (gamma = 1.0),000422,FST_I_II_Light,0.0,0,0.8373702422145328,0.7202380952380952
Constant Gate (gamma = 1.0),000422,FST_I_II_Light,0.2,1,0.7222222222222222,0.5652173913043478
Constant Gate (gamma = 1.0),000422,FST_I_II_Light,0.2,2,0.8417721518987342,0.726775956284153
Constant Gate (gamma = 1.0),000422,FST_I_II_Light,0.2,3,0.9023569023569024,0.8220858895705522
Constant Gate (gamma = 1.0),000433,FST_I_II_Light,0.0,0,0.9047619047619048,0.8260869565217391
Constant Gate (gamma = 1.0),000433,FST_I_II_Light,0.2,1,0.8943089430894309,0.8088235294117647
Constant Gate (gamma = 1.0),000433,FST_I_II_Light,0.2,2,0.9105691056910569,0.835820895522388
Constant Gate (gamma = 1.0),000433,FST_I_II_Light,0.2,3,0.8354430379746836,0.717391304347826
Constant Gate (gamma = 1.0),000438,FST_I_II_Light,0.0,0,0.6746987951807228,0.509090909090909
Constant Gate (gamma = 1.0),000438,FST_I_II_Light,0.2,1,0.5909090909090909,0.41935483870967744
Constant Gate (gamma = 1.0),000438,FST_I_II_Light,0.2,2,0.6588235294117647,0.49122807017543857
Constant Gate (gamma = 1.0),000438,FST_I_II_Light,0.2,3,0.6588235294117647,0.49122807017543857
Constant Gate (gamma = 1.0),000439,FST_I_II_Light,0.0,0,0.6666666666666666,0.5
Constant Gate (gamma = 1.0),000439,FST_I_II_Light,0.2,1,0.6457399103139013,0.4768211920529801
Constant Gate (gamma = 1.0),000439,FST_I_II_Light,0.2,2,0.6637554585152838,0.49673202614379086
Constant Gate (gamma = 1.0),000439,FST_I_II_Light,0.2,3,0.7027027027027027,0.5416666666666666
Constant Gate (gamma = 1.0),000010,FST_III_IV_Medium,0.0,0,0.8783433994823123,0.7830769230769231
Constant Gate (gamma = 1.0),000010,FST_III_IV_Medium,0.2,1,0.8152645273200347,0.6881405563689604
Constant Gate (gamma = 1.0),000010,FST_III_IV_Medium,0.2,2,0.8632974316487159,0.7594752186588921
Constant Gate (gamma = 1.0),000010,FST_III_IV_Medium,0.2,3,0.8659265584970111,0.7635542168674698
Constant Gate (gamma = 1.0),000057,FST_III_IV_Medium,0.0,0,0.8684684684684685,0.767515923566879
Constant Gate (gamma = 1.0),000057,FST_III_IV_Medium,0.2,1,0.7657992565055762,0.6204819277108434
Constant Gate (gamma = 1.0),000057,FST_III_IV_Medium,0.2,2,0.9084380610412927,0.8322368421052632
Constant Gate (gamma = 1.0),000057,FST_III_IV_Medium,0.2,3,0.8098360655737705,0.6804407713498623
Constant Gate (gamma = 1.0),000064,FST_III_IV_Medium,0.0,0,0.8619173262972736,0.7573415765069552
Constant Gate (gamma = 1.0),000064,FST_III_IV_Medium,0.2,1,0.7996306555863343,0.6661538461538462
Constant Gate (gamma = 1.0),000064,FST_III_IV_Medium,0.2,2,0.824212271973466,0.7009873060648801
Constant Gate (gamma = 1.0),000064,FST_III_IV_Medium,0.2,3,0.8051063829787234,0.6737891737891738
Constant Gate (gamma = 1.0),000070,FST_III_IV_Medium,0.0,0,0.9604700854700855,0.9239465570400822
Constant Gate (gamma = 1.0),000070,FST_III_IV_Medium,0.2,1,0.7992037820353322,0.6655615416493991
Constant Gate (gamma = 1.0),000070,FST_III_IV_Medium,0.2,2,0.9105568153187201,0.8358001850138761
Constant Gate (gamma = 1.0),000070,FST_III_IV_Medium,0.2,3,0.8527169904106221,0.7432490355765109
Constant Gate (gamma = 1.0),000099,FST_III_IV_Medium,0.0,0,0.7443946188340808,0.5928571428571429
Constant Gate (gamma = 1.0),000099,FST_III_IV_Medium,0.2,1,0.6037735849056604,0.43243243243243246
Constant Gate (gamma = 1.0),000099,FST_III_IV_Medium,0.2,2,0.6963562753036437,0.5341614906832298
Constant Gate (gamma = 1.0),000099,FST_III_IV_Medium,0.2,3,0.7589285714285714,0.6115107913669064
Constant Gate (gamma = 1.0),000100,FST_III_IV_Medium,0.0,0,0.8603435399551904,0.7549148099606815
Constant Gate (gamma = 1.0),000100,FST_III_IV_Medium,0.2,1,0.8503086419753086,0.7395973154362416
Constant Gate (gamma = 1.0),000100,FST_III_IV_Medium,0.2,2,0.8821349147516679,0.7891246684350133
Constant Gate (gamma = 1.0),000100,FST_III_IV_Medium,0.2,3,0.8415977961432507,0.7265160523186682
Constant Gate (gamma = 1.0),000110,FST_III_IV_Medium,0.0,0,0.8429752066115702,0.7285714285714285
Constant Gate (gamma = 1.0),000110,FST_III_IV_Medium,0.2,1,0.8305084745762712,0.7101449275362319
Constant Gate (gamma = 1.0),000110,FST_III_IV_Medium,0.2,2,0.8032786885245902,0.6712328767123288
Constant Gate (gamma = 1.0),000110,FST_III_IV_Medium,0.2,3,0.8217054263565892,0.6973684210526315
Constant Gate (gamma = 1.0),000184,FST_III_IV_Medium,0.0,0,0.6493506493506493,0.4807692307692308
Constant Gate (gamma = 1.0),000184,FST_III_IV_Medium,0.2,1,0.5405405405405406,0.37037037037037035
Constant Gate (gamma = 1.0),000184,FST_III_IV_Medium,0.2,2,0.5730994152046783,0.4016393442622951
Constant Gate (gamma = 1.0),000184,FST_III_IV_Medium,0.2,3,0.711864406779661,0.5526315789473685
Constant Gate (gamma = 1.0),000194,FST_III_IV_Medium,0.0,0,0.906962415280345,0.8297632468996617
Constant Gate (gamma = 1.0),000194,FST_III_IV_Medium,0.2,1,0.8137847642079806,0.6860346585117227
Constant Gate (gamma = 1.0),000194,FST_III_IV_Medium,0.2,2,0.8625866050808314,0.7583756345177665
Constant Gate (gamma = 1.0),000194,FST_III_IV_Medium,0.2,3,0.833943833943834,0.7151832460732984
Constant Gate (gamma = 1.0),000224,FST_III_IV_Medium,0.0,0,0.94109396914446,0.8887417218543047
Constant Gate (gamma = 1.0),000224,FST_III_IV_Medium,0.2,1,0.9371508379888268,0.8817345597897503
Constant Gate (gamma = 1.0),000224,FST_III_IV_Medium,0.2,2,0.9390756302521008,0.8851485148514852
Constant Gate (gamma = 1.0),000224,FST_III_IV_Medium,0.2,3,0.9499136442141624,0.9046052631578947
Constant Gate (gamma = 1.0),000243,FST_III_IV_Medium,0.0,0,0.7692307692307693,0.625
Constant Gate (gamma = 1.0),000243,FST_III_IV_Medium,0.2,1,0.7192982456140351,0.5616438356164384
Constant Gate (gamma = 1.0),000243,FST_III_IV_Medium,0.2,2,0.6976744186046512,0.5357142857142857
Constant Gate (gamma = 1.0),000243,FST_III_IV_Medium,0.2,3,0.7142857142857143,0.5555555555555556
Constant Gate (gamma = 1.0),000443,FST_III_IV_Medium,0.0,0,0.9273858921161826,0.8646034816247582
Constant Gate (gamma = 1.0),000443,FST_III_IV_Medium,0.2,1,0.8072805139186295,0.6768402154398564
Constant Gate (gamma = 1.0),000443,FST_III_IV_Medium,0.2,2,0.9209756097560976,0.8535262206148282
Constant Gate (gamma = 1.0),000443,FST_III_IV_Medium,0.2,3,0.8577114427860697,0.7508710801393729
Constant Gate (gamma = 1.0),000444,FST_III_IV_Medium,0.0,0,0.810126582278481,0.6808510638297872
Constant Gate (gamma = 1.0),000444,FST_III_IV_Medium,0.2,1,0.7220447284345048,0.565
Constant Gate (gamma = 1.0),000444,FST_III_IV_Medium,0.2,2,0.7596439169139466,0.6124401913875598
Constant Gate (gamma = 1.0),000444,FST_III_IV_Medium,0.2,3,0.7531645569620253,0.6040609137055838
Constant Gate (gamma = 1.0),000446,FST_III_IV_Medium,0.0,0,0.7888888888888889,0.6513761467889908
Constant Gate (gamma = 1.0),000446,FST_III_IV_Medium,0.2,1,0.797752808988764,0.6635514018691588
Constant Gate (gamma = 1.0),000446,FST_III_IV_Medium,0.2,2,0.797752808988764,0.6635514018691588
Constant Gate (gamma = 1.0),000446,FST_III_IV_Medium,0.2,3,0.7208121827411168,0.5634920634920635
Constant Gate (gamma = 1.0),000447,FST_III_IV_Medium,0.0,0,0.811789038262668,0.6832027850304613
Constant Gate (gamma = 1.0),000447,FST_III_IV_Medium,0.2,1,0.7657082002129926,0.6203623813632442
Constant Gate (gamma = 1.0),000447,FST_III_IV_Medium,0.2,2,0.8612204724409449,0.756266205704408
Constant Gate (gamma = 1.0),000447,FST_III_IV_Medium,0.2,3,0.796134376438104,0.6613149847094801
Constant Gate (gamma = 1.0),000451,FST_III_IV_Medium,0.0,0,0.9446952595936795,0.895187165775401
Constant Gate (gamma = 1.0),000451,FST_III_IV_Medium,0.2,1,0.8311540648095509,0.7110894941634242
Constant Gate (gamma = 1.0),000451,FST_III_IV_Medium,0.2,2,0.9123898392949715,0.8388941849380362
Constant Gate (gamma = 1.0),000451,FST_III_IV_Medium,0.2,3,0.8800436205016358,0.7857838364167478
Constant Gate (gamma = 1.0),000452,FST_III_IV_Medium,0.0,0,0.9238095238095239,0.8584070796460177
Constant Gate (gamma = 1.0),000452,FST_III_IV_Medium,0.2,1,0.8878048780487805,0.7982456140350878
Constant Gate (gamma = 1.0),000452,FST_III_IV_Medium,0.2,2,0.9135802469135802,0.8409090909090909
Constant Gate (gamma = 1.0),000452,FST_III_IV_Medium,0.2,3,0.8995502248875562,0.8174386920980926
Constant Gate (gamma = 1.0),000453,FST_III_IV_Medium,0.0,0,0.8852213053263316,0.7940780619111709
Constant Gate (gamma = 1.0),000453,FST_III_IV_Medium,0.2,1,0.7931547619047619,0.657213316892725
Constant Gate (gamma = 1.0),000453,FST_III_IV_Medium,0.2,2,0.8772413793103448,0.7813267813267813
Constant Gate (gamma = 1.0),000453,FST_III_IV_Medium,0.2,3,0.8042609853528628,0.6726057906458798
Constant Gate (gamma = 1.0),000454,FST_III_IV_Medium,0.0,0,0.9523809523809523,0.9090909090909091
Constant Gate (gamma = 1.0),000454,FST_III_IV_Medium,0.2,1,0.9522409992652462,0.908835904628331
Constant Gate (gamma = 1.0),000454,FST_III_IV_Medium,0.2,2,0.9720430107526882,0.9456066945606695
Constant Gate (gamma = 1.0),000454,FST_III_IV_Medium,0.2,3,0.9353159851301115,0.8784916201117319
Constant Gate (gamma = 1.0),000457,FST_III_IV_Medium,0.0,0,0.9467625899280575,0.8989071038251366
Constant Gate (gamma = 1.0),000457,FST_III_IV_Medium,0.2,1,0.9395973154362416,0.8860759493670886
Constant Gate (gamma = 1.0),000457,FST_III_IV_Medium,0.2,2,0.9414414414414415,0.8893617021276595
Constant Gate (gamma = 1.0),000457,FST_III_IV_Medium,0.2,3,0.94211123723042,0.8905579399141631
Constant Gate (gamma = 1.0),000459,FST_III_IV_Medium,0.0,0,0.857393850658858,0.7503844182470528
Constant Gate (gamma = 1.0),000459,FST_III_IV_Medium,0.2,1,0.7770210245780278,0.6353510895883777
Constant Gate (gamma = 1.0),000459,FST_III_IV_Medium,0.2,2,0.7784400103653797,0.6372507424692405
Constant Gate (gamma = 1.0),000459,FST_III_IV_Medium,0.2,3,0.7685418415897005,0.6240909090909091
Constant Gate (gamma = 1.0),000461,FST_III_IV_Medium,0.0,0,0.8752834467120182,0.7782258064516129
Constant Gate (gamma = 1.0),000461,FST_III_IV_Medium,0.2,1,0.8603104212860311,0.754863813229572
Constant Gate (gamma = 1.0),000461,FST_III_IV_Medium,0.2,2,0.8558558558558559,0.7480314960629921
Constant Gate (gamma = 1.0),000461,FST_III_IV_Medium,0.2,3,0.8434782608695652,0.7293233082706767
Constant Gate (gamma = 1.0),000466,FST_III_IV_Medium,0.0,0,0.7263598326359832,0.5703022339027596
Constant Gate (gamma = 1.0),000466,FST_III_IV_Medium,0.2,1,0.6464454976303318,0.47759103641456585
Constant Gate (gamma = 1.0),000466,FST_III_IV_Medium,0.2,2,0.7895167895167895,0.652232746955345
Constant Gate (gamma = 1.0),000466,FST_III_IV_Medium,0.2,3,0.727735368956743,0.572
Constant Gate (gamma = 1.0),000469,FST_III_IV_Medium,0.0,0,0.7097203728362184,0.5500515995872033
Constant Gate (gamma = 1.0),000469,FST_III_IV_Medium,0.2,1,0.6865473823724321,0.5227043390514632
Constant Gate (gamma = 1.0),000469,FST_III_IV_Medium,0.2,2,0.6878048780487804,0.5241635687732342
Constant Gate (gamma = 1.0),000469,FST_III_IV_Medium,0.2,3,0.673869007427414,0.5081466395112016
Constant Gate (gamma = 1.0),000470,FST_III_IV_Medium,0.0,0,0.7964989059080962,0.6618181818181819
Constant Gate (gamma = 1.0),000470,FST_III_IV_Medium,0.2,1,0.7646408839779005,0.6189624329159212
Constant Gate (gamma = 1.0),000470,FST_III_IV_Medium,0.2,2,0.8416751787538305,0.7266313932980599
Constant Gate (gamma = 1.0),000470,FST_III_IV_Medium,0.2,3,0.8387755102040816,0.7223198594024605
Constant Gate (gamma = 1.0),000473,FST_III_IV_Medium,0.0,0,0.873015873015873,0.7746478873239436
Constant Gate (gamma = 1.0),000473,FST_III_IV_Medium,0.2,1,0.7960199004975125,0.6611570247933884
Constant Gate (gamma = 1.0),000473,FST_III_IV_Medium,0.2,2,0.8732824427480916,0.7750677506775068
Constant Gate (gamma = 1.0),000473,FST_III_IV_Medium,0.2,3,0.8807339449541285,0.7868852459016393
Constant Gate (gamma = 1.0),000475,FST_III_IV_Medium,0.0,0,0.9221902017291066,0.8556149732620321
Constant Gate (gamma = 1.0),000475,FST_III_IV_Medium,0.2,1,0.844311377245509,0.7305699481865285
Constant Gate (gamma = 1.0),000475,FST_III_IV_Medium,0.2,2,0.9090909090909091,0.8333333333333334
Constant Gate (gamma = 1.0),000475,FST_III_IV_Medium,0.2,3,0.8901098901098901,0.801980198019802
Constant Gate (gamma = 1.0),000482,FST_III_IV_Medium,0.0,0,0.8722891566265061,0.7735042735042735
Constant Gate (gamma = 1.0),000482,FST_III_IV_Medium,0.2,1,0.7549019607843137,0.6062992125984252
Constant Gate (gamma = 1.0),000482,FST_III_IV_Medium,0.2,2,0.8803827751196173,0.7863247863247863
Constant Gate (gamma = 1.0),000482,FST_III_IV_Medium,0.2,3,0.8687350835322196,0.7679324894514767
Constant Gate (gamma = 1.0),000486,FST_III_IV_Medium,0.0,0,0.7983193277310925,0.6643356643356644
Constant Gate (gamma = 1.0),000486,FST_III_IV_Medium,0.2,1,0.777292576419214,0.6357142857142857
Constant Gate (gamma = 1.0),000486,FST_III_IV_Medium,0.2,2,0.7901234567901234,0.6530612244897959
Constant Gate (gamma = 1.0),000486,FST_III_IV_Medium,0.2,3,0.732824427480916,0.5783132530120482
Constant Gate (gamma = 1.0),000488,FST_III_IV_Medium,0.0,0,0.584736653529201,0.4131645569620253
Constant Gate (gamma = 1.0),000488,FST_III_IV_Medium,0.2,1,0.5113440055280433,0.34349373356026613
Constant Gate (gamma = 1.0),000488,FST_III_IV_Medium,0.2,2,0.6593026606473922,0.4917609972775469
Constant Gate (gamma = 1.0),000488,FST_III_IV_Medium,0.2,3,0.5041489577008703,0.3370315248274929
Constant Gate (gamma = 1.0),000491,FST_III_IV_Medium,0.0,0,0.9281553398058252,0.8659420289855072
Constant Gate (gamma = 1.0),000491,FST_III_IV_Medium,0.2,1,0.8707070707070707,0.7710196779964222
Constant Gate (gamma = 1.0),000491,FST_III_IV_Medium,0.2,2,0.9204218600191755,0.8525754884547069
Constant Gate (gamma = 1.0),000491,FST_III_IV_Medium,0.2,3,0.9420849420849421,0.8905109489051095
Constant Gate (gamma = 1.0),000495,FST_III_IV_Medium,0.0,0,0.8945260347129506,0.8091787439613527
Constant Gate (gamma = 1.0),000495,FST_III_IV_Medium,0.2,1,0.8089591567852438,0.6792035398230089
Constant Gate (gamma = 1.0),000495,FST_III_IV_Medium,0.2,2,0.9094790777113578,0.8339859044635866
Constant Gate (gamma = 1.0),000495,FST_III_IV_Medium,0.2,3,0.8329218106995885,0.7136812411847673
Constant Gate (gamma = 1.0),000498,FST_III_IV_Medium,0.0,0,0.917680744452398,0.8478835978835979
Constant Gate (gamma = 1.0),000498,FST_III_IV_Medium,0.2,1,0.8426252646436133,0.7280487804878049
Constant Gate (gamma = 1.0),000498,FST_III_IV_Medium,0.2,2,0.8838451268357811,0.7918660287081339
Constant Gate (gamma = 1.0),000498,FST_III_IV_Medium,0.2,3,0.8978457261987491,0.8146279949558638
Constant Gate (gamma = 1.0),000503,FST_III_IV_Medium,0.0,0,0.8299260548064376,0.7092936802973978
Constant Gate (gamma = 1.0),000503,FST_III_IV_Medium,0.2,1,0.7776076973540346,0.6361359570661896
Constant Gate (gamma = 1.0),000503,FST_III_IV_Medium,0.2,2,0.8904938512590279,0.802603800140746
Constant Gate (gamma = 1.0),000503,FST_III_IV_Medium,0.2,3,0.8118481435127243,0.6832865168539326
Constant Gate (gamma = 1.0),000513,FST_III_IV_Medium,0.0,0,0.8205128205128205,0.6956521739130435
Constant Gate (gamma = 1.0),000513,FST_III_IV_Medium,0.2,1,0.8245614035087719,0.7014925373134329
Constant Gate (gamma = 1.0),000513,FST_III_IV_Medium,0.2,2,0.8571428571428571,0.75
Constant Gate (gamma = 1.0),000513,FST_III_IV_Medium,0.2,3,0.765625,0.620253164556962
Constant Gate (gamma = 1.0),000514,FST_III_IV_Medium,0.0,0,0.6882882882882883,0.5247252747252747
Constant Gate (gamma = 1.0),000514,FST_III_IV_Medium,0.2,1,0.6666666666666666,0.5
Constant Gate (gamma = 1.0),000514,FST_III_IV_Medium,0.2,2,0.7235996326905417,0.5669064748201439
Constant Gate (gamma = 1.0),000514,FST_III_IV_Medium,0.2,3,0.6618122977346278,0.49455864570737607
Constant Gate (gamma = 1.0),000516,FST_III_IV_Medium,0.0,0,0.8837209302325582,0.7916666666666666
Constant Gate (gamma = 1.0),000516,FST_III_IV_Medium,0.2,1,0.8930817610062893,0.8068181818181818
Constant Gate (gamma = 1.0),000516,FST_III_IV_Medium,0.2,2,0.9069767441860465,0.8297872340425532
Constant Gate (gamma = 1.0),000516,FST_III_IV_Medium,0.2,3,0.861878453038674,0.7572815533980582
Constant Gate (gamma = 1.0),000517,FST_III_IV_Medium,0.0,0,0.892,0.8050541516245487
Constant Gate (gamma = 1.0),000517,FST_III_IV_Medium,0.2,1,0.7707509881422925,0.6270096463022508
Constant Gate (gamma = 1.0),000517,FST_III_IV_Medium,0.2,2,0.9032258064516129,0.8235294117647058
Constant Gate (gamma = 1.0),000517,FST_III_IV_Medium,0.2,3,0.8476357267950964,0.7355623100303952
Constant Gate (gamma = 1.0),000526,FST_III_IV_Medium,0.0,0,0.9465536306671581,0.8985304408677397
Constant Gate (gamma = 1.0),000526,FST_III_IV_Medium,0.2,1,0.8877786318216756,0.7982031789910159
Constant Gate (gamma = 1.0),000526,FST_III_IV_Medium,0.2,2,0.9486193638587906,0.9022606382978723
Constant Gate (gamma = 1.0),000526,FST_III_IV_Medium,0.2,3,0.946031746031746,0.8975903614457831
Constant Gate (gamma = 1.0),000527,FST_III_IV_Medium,0.0,0,0.7777777777777778,0.6363636363636364
Constant Gate (gamma = 1.0),000527,FST_III_IV_Medium,0.2,1,0.7317073170731707,0.5769230769230769
Constant Gate (gamma = 1.0),000527,FST_III_IV_Medium,0.2,2,0.7708333333333334,0.6271186440677966
Constant Gate (gamma = 1.0),000527,FST_III_IV_Medium,0.2,3,0.7676767676767676,0.6229508196721312
Constant Gate (gamma = 1.0),000529,FST_III_IV_Medium,0.0,0,0.8732394366197183,0.775
Constant Gate (gamma = 1.0),000529,FST_III_IV_Medium,0.2,1,0.8409961685823755,0.7256198347107438
Constant Gate (gamma = 1.0),000529,FST_III_IV_Medium,0.2,2,0.8969359331476323,0.8131313131313131
Constant Gate (gamma = 1.0),000529,FST_III_IV_Medium,0.2,3,0.8685185185185185,0.7675941080196399
Constant Gate (gamma = 1.0),000535,FST_III_IV_Medium,0.0,0,0.7896541589105516,0.65242026873887
Constant Gate (gamma = 1.0),000535,FST_III_IV_Medium,0.2,1,0.7356797791580401,0.5818777292576419
Constant Gate (gamma = 1.0),000535,FST_III_IV_Medium,0.2,2,0.7865682794694564,0.648217997074898
Constant Gate (gamma = 1.0),000535,FST_III_IV_Medium,0.2,3,0.7148660367885344,0.5562579911919306
Constant Gate (gamma = 1.0),000540,FST_III_IV_Medium,0.0,0,0.8406139315230224,0.725050916496945
Constant Gate (gamma = 1.0),000540,FST_III_IV_Medium,0.2,1,0.7391841779975278,0.5862745098039216
Constant Gate (gamma = 1.0),000540,FST_III_IV_Medium,0.2,2,0.8680947012401353,0.7669322709163346
Constant Gate (gamma = 1.0),000540,FST_III_IV_Medium,0.2,3,0.8397790055248618,0.7238095238095238
Constant Gate (gamma = 1.0),000542,FST_III_IV_Medium,0.0,0,0.9552631578947368,0.9143576826196473
Constant Gate (gamma = 1.0),000542,FST_III_IV_Medium,0.2,1,0.9558441558441558,0.9154228855721394
Constant Gate (gamma = 1.0),000542,FST_III_IV_Medium,0.2,2,0.9592274678111588,0.9216494845360824
Constant Gate (gamma = 1.0),000542,FST_III_IV_Medium,0.2,3,0.9538527581025972,0.9117767747230201
Constant Gate (gamma = 1.0),000544,FST_III_IV_Medium,0.0,0,0.7701149425287356,0.6261682242990654
Constant Gate (gamma = 1.0),000544,FST_III_IV_Medium,0.2,1,0.6918238993710691,0.5288461538461539
Constant Gate (gamma = 1.0),000544,FST_III_IV_Medium,0.2,2,0.7582417582417582,0.6106194690265486
Constant Gate (gamma = 1.0),000544,FST_III_IV_Medium,0.2,3,0.7593582887700535,0.6120689655172413
Constant Gate (gamma = 1.0),000548,FST_III_IV_Medium,0.0,0,0.863013698630137,0.7590361445783133
Constant Gate (gamma = 1.0),000548,FST_III_IV_Medium,0.2,1,0.8446601941747572,0.7310924369747899
Constant Gate (gamma = 1.0),000548,FST_III_IV_Medium,0.2,2,0.8475336322869955,0.7354085603112841
Constant Gate (gamma = 1.0),000548,FST_III_IV_Medium,0.2,3,0.8193832599118943,0.6940298507462687
Constant Gate (gamma = 1.0),000552,FST_III_IV_Medium,0.0,0,0.8715241112284406,0.7723019338739863
Constant Gate (gamma = 1.0),000552,FST_III_IV_Medium,0.2,1,0.8084382443007826,0.6784694460308395
Constant Gate (gamma = 1.0),000552,FST_III_IV_Medium,0.2,2,0.8152492668621701,0.6881188118811881
Constant Gate (gamma = 1.0),000552,FST_III_IV_Medium,0.2,3,0.7573597768825534,0.6094763092269326
Constant Gate (gamma = 1.0),000557,FST_III_IV_Medium,0.0,0,0.8658008658008658,0.7633587786259542
