ablation_variant,image_id,skin_tone_group,delta,realization_id,dice,iou
Sign-Inverted Proxy (-c),000590,FST_III_IV_Medium,0.2,1,0.7720842502357749,0.6287762416794674
Sign-Inverted Proxy (-c),000590,FST_III_IV_Medium,0.2,2,0.8448425310603872,0.7313656828414207
Sign-Inverted Proxy (-c),000590,FST_III_IV_Medium,0.2,3,0.8597189074516044,0.753953488372093
Sign-Inverted Proxy (-c),000594,FST_III_IV_Medium,0.0,0,0.912,0.8382352941176471
Sign-Inverted Proxy (-c),000594,FST_III_IV_Medium,0.2,1,0.8925619834710744,0.8059701492537313
Sign-Inverted Proxy (-c),000594,FST_III_IV_Medium,0.2,2,0.928,0.8656716417910447
Sign-Inverted Proxy (-c),000594,FST_III_IV_Medium,0.2,3,0.9291338582677166,0.8676470588235294
Sign-Inverted Proxy (-c),000596,FST_III_IV_Medium,0.0,0,0.9499072356215214,0.9045936395759717
Sign-Inverted Proxy (-c),000596,FST_III_IV_Medium,0.2,1,0.927063339731286,0.8640429338103757
Sign-Inverted Proxy (-c),000596,FST_III_IV_Medium,0.2,2,0.9515981735159817,0.9076655052264808
Sign-Inverted Proxy (-c),000596,FST_III_IV_Medium,0.2,3,0.9305680793507665,0.8701517706576728
Sign-Inverted Proxy (-c),000605,FST_III_IV_Medium,0.0,0,0.9459798994974874,0.8974970202622169
Sign-Inverted Proxy (-c),000605,FST_III_IV_Medium,0.2,1,0.9049138481174218,0.8263403263403264
Sign-Inverted Proxy (-c),000605,FST_III_IV_Medium,0.2,2,0.9417596034696406,0.8899297423887588
Sign-Inverted Proxy (-c),000605,FST_III_IV_Medium,0.2,3,0.9458618543870566,0.89728453364817
Sign-Inverted Proxy (-c),000606,FST_III_IV_Medium,0.0,0,0.9217252396166135,0.8548148148148148
Sign-Inverted Proxy (-c),000606,FST_III_IV_Medium,0.2,1,0.7497921862011637,0.5997340425531915
Sign-Inverted Proxy (-c),000606,FST_III_IV_Medium,0.2,2,0.8711111111111111,0.7716535433070866
Sign-Inverted Proxy (-c),000606,FST_III_IV_Medium,0.2,3,0.8427575522850503,0.7282463186077643
Sign-Inverted Proxy (-c),000613,FST_III_IV_Medium,0.0,0,0.701195219123506,0.5398773006134969
Sign-Inverted Proxy (-c),000613,FST_III_IV_Medium,0.2,1,0.6140350877192983,0.4430379746835443
Sign-Inverted Proxy (-c),000613,FST_III_IV_Medium,0.2,2,0.7450980392156863,0.59375
Sign-Inverted Proxy (-c),000613,FST_III_IV_Medium,0.2,3,0.7471698113207547,0.5963855421686747
Sign-Inverted Proxy (-c),000614,FST_III_IV_Medium,0.0,0,0.9346092503987241,0.8772455089820359
Sign-Inverted Proxy (-c),000614,FST_III_IV_Medium,0.2,1,0.9046052631578947,0.8258258258258259
Sign-Inverted Proxy (-c),000614,FST_III_IV_Medium,0.2,2,0.9337539432176656,0.8757396449704142
Sign-Inverted Proxy (-c),000614,FST_III_IV_Medium,0.2,3,0.9320695102685624,0.8727810650887574
Sign-Inverted Proxy (-c),000615,FST_III_IV_Medium,0.0,0,0.8610855565777369,0.7560581583198708
Sign-Inverted Proxy (-c),000615,FST_III_IV_Medium,0.2,1,0.696969696969697,0.5348837209302325
Sign-Inverted Proxy (-c),000615,FST_III_IV_Medium,0.2,2,0.8592964824120602,0.7533039647577092
Sign-Inverted Proxy (-c),000615,FST_III_IV_Medium,0.2,3,0.8406779661016949,0.7251461988304093
Sign-Inverted Proxy (-c),000618,FST_III_IV_Medium,0.0,0,0.8933333333333333,0.8072289156626506
Sign-Inverted Proxy (-c),000618,FST_III_IV_Medium,0.2,1,0.8591065292096219,0.7530120481927711
Sign-Inverted Proxy (-c),000618,FST_III_IV_Medium,0.2,2,0.8823529411764706,0.7894736842105263
Sign-Inverted Proxy (-c),000618,FST_III_IV_Medium,0.2,3,0.868421052631579,0.7674418604651163
Sign-Inverted Proxy (-c),000619,FST_III_IV_Medium,0.0,0,0.8438177874186551,0.7298311444652908
Sign-Inverted Proxy (-c),000619,FST_III_IV_Medium,0.2,1,0.7623363544813696,0.6159479251423922
Sign-Inverted Proxy (-c),000619,FST_III_IV_Medium,0.2,2,0.7423954372623575,0.5903250188964475
Sign-Inverted Proxy (-c),000619,FST_III_IV_Medium,0.2,3,0.749498997995992,0.5993589743589743
Sign-Inverted Proxy (-c),000620,FST_III_IV_Medium,0.0,0,0.721399730820996,0.5642105263157895
Sign-Inverted Proxy (-c),000620,FST_III_IV_Medium,0.2,1,0.6657571623465212,0.49897750511247446
Sign-Inverted Proxy (-c),000620,FST_III_IV_Medium,0.2,2,0.8453364817001181,0.7321063394683026
Sign-Inverted Proxy (-c),000620,FST_III_IV_Medium,0.2,3,0.8968512486427795,0.812992125984252
Sign-Inverted Proxy (-c),000622,FST_III_IV_Medium,0.0,0,0.5793991416309013,0.4078549848942598
Sign-Inverted Proxy (-c),000622,FST_III_IV_Medium,0.2,1,0.4573804573804574,0.29649595687331537
Sign-Inverted Proxy (-c),000622,FST_III_IV_Medium,0.2,2,0.5550847457627118,0.3841642228739003
Sign-Inverted Proxy (-c),000622,FST_III_IV_Medium,0.2,3,0.7533460803059273,0.6042944785276073
Sign-Inverted Proxy (-c),000623,FST_III_IV_Medium,0.0,0,0.886873920552677,0.7967416602017068
Sign-Inverted Proxy (-c),000623,FST_III_IV_Medium,0.2,1,0.8449104412407165,0.7314674735249622
Sign-Inverted Proxy (-c),000623,FST_III_IV_Medium,0.2,2,0.8988021478727798,0.8162040510127532
Sign-Inverted Proxy (-c),000623,FST_III_IV_Medium,0.2,3,0.8367174280879864,0.7192727272727273
Sign-Inverted Proxy (-c),000625,FST_III_IV_Medium,0.0,0,0.863905325443787,0.7604166666666666
Sign-Inverted Proxy (-c),000625,FST_III_IV_Medium,0.2,1,0.7804878048780488,0.64
Sign-Inverted Proxy (-c),000625,FST_III_IV_Medium,0.2,2,0.8660968660968661,0.7638190954773869
Sign-Inverted Proxy (-c),000625,FST_III_IV_Medium,0.2,3,0.8595505617977528,0.7536945812807881
Sign-Inverted Proxy (-c),000626,FST_III_IV_Medium,0.0,0,0.8888888888888888,0.8
Sign-Inverted Proxy (-c),000626,FST_III_IV_Medium,0.2,1,0.7604395604395604,0.6134751773049646
Sign-Inverted Proxy (-c),000626,FST_III_IV_Medium,0.2,2,0.90625,0.8285714285714286
Sign-Inverted Proxy (-c),000626,FST_III_IV_Medium,0.2,3,0.889344262295082,0.8007380073800738
Sign-Inverted Proxy (-c),000627,FST_III_IV_Medium,0.0,0,0.7515151515151515,0.6019417475728155
Sign-Inverted Proxy (-c),000627,FST_III_IV_Medium,0.2,1,0.6708074534161491,0.5046728971962616
Sign-Inverted Proxy (-c),000627,FST_III_IV_Medium,0.2,2,0.8165680473372781,0.69
Sign-Inverted Proxy (-c),000627,FST_III_IV_Medium,0.2,3,0.7272727272727273,0.5714285714285714
Sign-Inverted Proxy (-c),000629,FST_III_IV_Medium,0.0,0,0.6813186813186813,0.5166666666666667
Sign-Inverted Proxy (-c),000629,FST_III_IV_Medium,0.2,1,0.5806451612903226,0.4090909090909091
Sign-Inverted Proxy (-c),000629,FST_III_IV_Medium,0.2,2,0.6666666666666666,0.5
Sign-Inverted Proxy (-c),000629,FST_III_IV_Medium,0.2,3,0.7291666666666666,0.5737704918032787
Sign-Inverted Proxy (-c),000632,FST_III_IV_Medium,0.0,0,0.8674698795180723,0.7659574468085106
Sign-Inverted Proxy (-c),000632,FST_III_IV_Medium,0.2,1,0.7872340425531915,0.6491228070175439
Sign-Inverted Proxy (-c),000632,FST_III_IV_Medium,0.2,2,0.8452950558213717,0.7320441988950276
Sign-Inverted Proxy (-c),000632,FST_III_IV_Medium,0.2,3,0.8383838383838383,0.7217391304347827
Sign-Inverted Proxy (-c),000634,FST_III_IV_Medium,0.0,0,0.8532235939643347,0.7440191387559809
Sign-Inverted Proxy (-c),000634,FST_III_IV_Medium,0.2,1,0.7822349570200573,0.6423529411764706
Sign-Inverted Proxy (-c),000634,FST_III_IV_Medium,0.2,2,0.8039702233250621,0.6721991701244814
Sign-Inverted Proxy (-c),000634,FST_III_IV_Medium,0.2,3,0.7577639751552795,0.61
Sign-Inverted Proxy (-c),000636,FST_III_IV_Medium,0.0,0,0.7142857142857143,0.5555555555555556
Sign-Inverted Proxy (-c),000636,FST_III_IV_Medium,0.2,1,0.64,0.47058823529411764
Sign-Inverted Proxy (-c),000636,FST_III_IV_Medium,0.2,2,0.6521739130434783,0.4838709677419355
Sign-Inverted Proxy (-c),000636,FST_III_IV_Medium,0.2,3,0.6285714285714286,0.4583333333333333
Sign-Inverted Proxy (-c),000638,FST_III_IV_Medium,0.0,0,0.85,0.7391304347826086
Sign-Inverted Proxy (-c),000638,FST_III_IV_Medium,0.2,1,0.735632183908046,0.5818181818181818
Sign-Inverted Proxy (-c),000638,FST_III_IV_Medium,0.2,2,0.8,0.6666666666666666
Sign-Inverted Proxy (-c),000638,FST_III_IV_Medium,0.2,3,0.8674698795180723,0.7659574468085106
Sign-Inverted Proxy (-c),000639,FST_III_IV_Medium,0.0,0,0.8975492165528325,0.8141399416909622
Sign-Inverted Proxy (-c),000639,FST_III_IV_Medium,0.2,1,0.8023121387283237,0.6698841698841699
Sign-Inverted Proxy (-c),000639,FST_III_IV_Medium,0.2,2,0.8824902723735408,0.7896935933147632
Sign-Inverted Proxy (-c),000639,FST_III_IV_Medium,0.2,3,0.8722719141323793,0.7734771573604061
Sign-Inverted Proxy (-c),000642,FST_III_IV_Medium,0.0,0,0.844542447629548,0.7309160305343512
Sign-Inverted Proxy (-c),000642,FST_III_IV_Medium,0.2,1,0.8314855875831486,0.7115749525616698
Sign-Inverted Proxy (-c),000642,FST_III_IV_Medium,0.2,2,0.813778256189451,0.6860254083484574
Sign-Inverted Proxy (-c),000642,FST_III_IV_Medium,0.2,3,0.8787584869059166,0.7837370242214533
Sign-Inverted Proxy (-c),000644,FST_III_IV_Medium,0.0,0,0.736734693877551,0.5831987075928917
Sign-Inverted Proxy (-c),000644,FST_III_IV_Medium,0.2,1,0.571622539035981,0.40019011406844107
Sign-Inverted Proxy (-c),000644,FST_III_IV_Medium,0.2,2,0.7582997207570586,0.6106946526736632
Sign-Inverted Proxy (-c),000644,FST_III_IV_Medium,0.2,3,0.7737003058103975,0.6309226932668329
Sign-Inverted Proxy (-c),000646,FST_III_IV_Medium,0.0,0,0.9351529352162624,0.8782039845376153
Sign-Inverted Proxy (-c),000646,FST_III_IV_Medium,0.2,1,0.917173321927225,0.8470176626601208
Sign-Inverted Proxy (-c),000646,FST_III_IV_Medium,0.2,2,0.8884149821283753,0.799232598357112
Sign-Inverted Proxy (-c),000646,FST_III_IV_Medium,0.2,3,0.8538177689469202,0.7449232293214463
Sign-Inverted Proxy (-c),000653,FST_III_IV_Medium,0.0,0,0.9515418502202643,0.907563025210084
Sign-Inverted Proxy (-c),000653,FST_III_IV_Medium,0.2,1,0.8929384965831435,0.8065843621399177
Sign-Inverted Proxy (-c),000653,FST_III_IV_Medium,0.2,2,0.9409190371991247,0.8884297520661157
Sign-Inverted Proxy (-c),000653,FST_III_IV_Medium,0.2,3,0.9246861924686193,0.8599221789883269
Sign-Inverted Proxy (-c),000006,FST_V_VI_Dark,0.0,0,0.8975706494794249,0.8141752113689512
Sign-Inverted Proxy (-c),000006,FST_V_VI_Dark,0.2,1,0.8312650120096077,0.7112519266997773
Sign-Inverted Proxy (-c),000006,FST_V_VI_Dark,0.2,2,0.8506348744790152,0.7400910777534154
Sign-Inverted Proxy (-c),000006,FST_V_VI_Dark,0.2,3,0.8270597525664649,0.7051166965888689
Sign-Inverted Proxy (-c),000007,FST_V_VI_Dark,0.0,0,0.7665198237885462,0.6214285714285714
Sign-Inverted Proxy (-c),000007,FST_V_VI_Dark,0.2,1,0.6960352422907489,0.5337837837837838
Sign-Inverted Proxy (-c),000007,FST_V_VI_Dark,0.2,2,0.7219917012448133,0.564935064935065
Sign-Inverted Proxy (-c),000007,FST_V_VI_Dark,0.2,3,0.6850393700787402,0.5209580838323353
Sign-Inverted Proxy (-c),000011,FST_V_VI_Dark,0.0,0,0.9568921451695348,0.9173472721332898
Sign-Inverted Proxy (-c),000011,FST_V_VI_Dark,0.2,1,0.9467657865504572,0.8989128671101736
Sign-Inverted Proxy (-c),000011,FST_V_VI_Dark,0.2,2,0.8988109682115991,0.8162185985015425
Sign-Inverted Proxy (-c),000011,FST_V_VI_Dark,0.2,3,0.8541287188828173,0.7453967412902371
Sign-Inverted Proxy (-c),000012,FST_V_VI_Dark,0.0,0,0.7958477508650519,0.6609195402298851
Sign-Inverted Proxy (-c),000012,FST_V_VI_Dark,0.2,1,0.8357142857142857,0.7177914110429447
Sign-Inverted Proxy (-c),000012,FST_V_VI_Dark,0.2,2,0.7919463087248322,0.6555555555555556
Sign-Inverted Proxy (-c),000012,FST_V_VI_Dark,0.2,3,0.7381703470031545,0.585
Sign-Inverted Proxy (-c),000015,FST_V_VI_Dark,0.0,0,0.9113152436185074,0.8370790885760946
Sign-Inverted Proxy (-c),000015,FST_V_VI_Dark,0.2,1,0.7883749839255861,0.6506757234840445
Sign-Inverted Proxy (-c),000015,FST_V_VI_Dark,0.2,2,0.8725506756756757,0.773915649112293
Sign-Inverted Proxy (-c),000015,FST_V_VI_Dark,0.2,3,0.8157783009764946,0.6888729548269343
Sign-Inverted Proxy (-c),000022,FST_V_VI_Dark,0.0,0,0.8884924174843889,0.7993579454253612
Sign-Inverted Proxy (-c),000022,FST_V_VI_Dark,0.2,1,0.8430964901553137,0.728752642706131
Sign-Inverted Proxy (-c),000022,FST_V_VI_Dark,0.2,2,0.8708701134930643,0.771275407639044
Sign-Inverted Proxy (-c),000022,FST_V_VI_Dark,0.2,3,0.821963002238718,0.6977395479095819
Sign-Inverted Proxy (-c),000053,FST_V_VI_Dark,0.0,0,0.7894736842105263,0.6521739130434783
Sign-Inverted Proxy (-c),000053,FST_V_VI_Dark,0.2,1,0.8092691622103387,0.6796407185628742
Sign-Inverted Proxy (-c),000053,FST_V_VI_Dark,0.2,2,0.8059701492537313,0.675
Sign-Inverted Proxy (-c),000053,FST_V_VI_Dark,0.2,3,0.7169179229480737,0.5587467362924282
Sign-Inverted Proxy (-c),000060,FST_V_VI_Dark,0.0,0,0.9328703703703703,0.8741865509761388
Sign-Inverted Proxy (-c),000060,FST_V_VI_Dark,0.2,1,0.7629796839729119,0.6167883211678832
Sign-Inverted Proxy (-c),000060,FST_V_VI_Dark,0.2,2,0.8908108108108108,0.8031189083820662
Sign-Inverted Proxy (-c),000060,FST_V_VI_Dark,0.2,3,0.8769230769230769,0.7808219178082192
Sign-Inverted Proxy (-c),000077,FST_V_VI_Dark,0.0,0,0.8992146596858639,0.816884661117717
Sign-Inverted Proxy (-c),000077,FST_V_VI_Dark,0.2,1,0.8144544822793607,0.6869871043376319
Sign-Inverted Proxy (-c),000077,FST_V_VI_Dark,0.2,2,0.9064475347661188,0.8289017341040462
Sign-Inverted Proxy (-c),000077,FST_V_VI_Dark,0.2,3,0.9010152284263959,0.8198614318706697
Sign-Inverted Proxy (-c),000080,FST_V_VI_Dark,0.0,0,0.8858131487889274,0.7950310559006211
Sign-Inverted Proxy (-c),000080,FST_V_VI_Dark,0.2,1,0.8085106382978723,0.6785714285714286
Sign-Inverted Proxy (-c),000080,FST_V_VI_Dark,0.2,2,0.87248322147651,0.7738095238095238
Sign-Inverted Proxy (-c),000080,FST_V_VI_Dark,0.2,3,0.821656050955414,0.6972972972972973
Sign-Inverted Proxy (-c),000087,FST_V_VI_Dark,0.0,0,0.7921348314606742,0.6558139534883721
Sign-Inverted Proxy (-c),000087,FST_V_VI_Dark,0.2,1,0.8187134502923976,0.693069306930693
Sign-Inverted Proxy (-c),000087,FST_V_VI_Dark,0.2,2,0.7986552110571535,0.6648009950248757
Sign-Inverted Proxy (-c),000087,FST_V_VI_Dark,0.2,3,0.7480691430673042,0.5975323149236192
Sign-Inverted Proxy (-c),000088,FST_V_VI_Dark,0.0,0,0.9204892966360856,0.8526912181303116
Sign-Inverted Proxy (-c),000088,FST_V_VI_Dark,0.2,1,0.8861538461538462,0.7955801104972375
Sign-Inverted Proxy (-c),000088,FST_V_VI_Dark,0.2,2,0.8948948948948949,0.8097826086956522
Sign-Inverted Proxy (-c),000088,FST_V_VI_Dark,0.2,3,0.842391304347826,0.7276995305164319
Sign-Inverted Proxy (-c),000089,FST_V_VI_Dark,0.0,0,0.9526528201594645,0.9095864661654135
Sign-Inverted Proxy (-c),000089,FST_V_VI_Dark,0.2,1,0.9472344591287323,0.8997582294960015
Sign-Inverted Proxy (-c),000089,FST_V_VI_Dark,0.2,2,0.9504796976451206,0.9056325023084025
Sign-Inverted Proxy (-c),000089,FST_V_VI_Dark,0.2,3,0.9364990689013035,0.8805813342672036
Sign-Inverted Proxy (-c),000093,FST_V_VI_Dark,0.0,0,0.8429906542056075,0.72859450726979
Sign-Inverted Proxy (-c),000093,FST_V_VI_Dark,0.2,1,0.7068607068607069,0.5466237942122186
Sign-Inverted Proxy (-c),000093,FST_V_VI_Dark,0.2,2,0.8309090909090909,0.7107309486780715
Sign-Inverted Proxy (-c),000093,FST_V_VI_Dark,0.2,3,0.6909398814563928,0.5278137128072445
Sign-Inverted Proxy (-c),000095,FST_V_VI_Dark,0.0,0,0.8790658882402002,0.7842261904761905
Sign-Inverted Proxy (-c),000095,FST_V_VI_Dark,0.2,1,0.7548441449031171,0.6062246278755075
Sign-Inverted Proxy (-c),000095,FST_V_VI_Dark,0.2,2,0.8830769230769231,0.790633608815427
Sign-Inverted Proxy (-c),000095,FST_V_VI_Dark,0.2,3,0.7483095416979715,0.5978391356542617
Sign-Inverted Proxy (-c),000096,FST_V_VI_Dark,0.0,0,0.8334024036469125,0.7143872113676731
Sign-Inverted Proxy (-c),000096,FST_V_VI_Dark,0.2,1,0.7302765917950622,0.5751461988304094
Sign-Inverted Proxy (-c),000096,FST_V_VI_Dark,0.2,2,0.8001586042823157,0.6668869795109055
Sign-Inverted Proxy (-c),000096,FST_V_VI_Dark,0.2,3,0.7459225781096482,0.594797869006581
Sign-Inverted Proxy (-c),000104,FST_V_VI_Dark,0.0,0,0.8506787330316742,0.7401574803149606
Sign-Inverted Proxy (-c),000104,FST_V_VI_Dark,0.2,1,0.8053097345132744,0.674074074074074
Sign-Inverted Proxy (-c),000104,FST_V_VI_Dark,0.2,2,0.8195488721804511,0.6942675159235668
Sign-Inverted Proxy (-c),000104,FST_V_VI_Dark,0.2,3,0.8816326530612245,0.7883211678832117
Sign-Inverted Proxy (-c),000105,FST_V_VI_Dark,0.0,0,0.7282051282051282,0.5725806451612904
Sign-Inverted Proxy (-c),000105,FST_V_VI_Dark,0.2,1,0.6467661691542289,0.47794117647058826
Sign-Inverted Proxy (-c),000105,FST_V_VI_Dark,0.2,2,0.7246376811594203,0.5681818181818182
Sign-Inverted Proxy (-c),000105,FST_V_VI_Dark,0.2,3,0.7596153846153846,0.6124031007751938
Sign-Inverted Proxy (-c),000109,FST_V_VI_Dark,0.0,0,0.7735849056603774,0.6307692307692307
Sign-Inverted Proxy (-c),000109,FST_V_VI_Dark,0.2,1,0.827906976744186,0.7063492063492064
Sign-Inverted Proxy (-c),000109,FST_V_VI_Dark,0.2,2,0.8125,0.6842105263157895
Sign-Inverted Proxy (-c),000109,FST_V_VI_Dark,0.2,3,0.75,0.6
Sign-Inverted Proxy (-c),000111,FST_V_VI_Dark,0.0,0,0.9102803738317757,0.8353344768439108
Sign-Inverted Proxy (-c),000111,FST_V_VI_Dark,0.2,1,0.879359095193214,0.7846930193439865
Sign-Inverted Proxy (-c),000111,FST_V_VI_Dark,0.2,2,0.9190140845070423,0.8501628664495114
Sign-Inverted Proxy (-c),000111,FST_V_VI_Dark,0.2,3,0.9072072072072072,0.8301731244847486
Sign-Inverted Proxy (-c),000112,FST_V_VI_Dark,0.0,0,0.8851899274434486,0.7940275650842267
Sign-Inverted Proxy (-c),000112,FST_V_VI_Dark,0.2,1,0.8816120906801007,0.7882882882882883
Sign-Inverted Proxy (-c),000112,FST_V_VI_Dark,0.2,2,0.8679245283018868,0.7666666666666667
Sign-Inverted Proxy (-c),000112,FST_V_VI_Dark,0.2,3,0.8604826546003017,0.7551290536068829
Sign-Inverted Proxy (-c),000113,FST_V_VI_Dark,0.0,0,0.7829787234042553,0.6433566433566433
Sign-Inverted Proxy (-c),000113,FST_V_VI_Dark,0.2,1,0.7591036414565826,0.6117381489841986
Sign-Inverted Proxy (-c),000113,FST_V_VI_Dark,0.2,2,0.8132780082987552,0.6853146853146853
Sign-Inverted Proxy (-c),000113,FST_V_VI_Dark,0.2,3,0.8224543080939948,0.6984478935698448
Sign-Inverted Proxy (-c),000115,FST_V_VI_Dark,0.0,0,0.7796825396825396,0.6389177939646202
Sign-Inverted Proxy (-c),000115,FST_V_VI_Dark,0.2,1,0.7581783194355356,0.6105371900826446
Sign-Inverted Proxy (-c),000115,FST_V_VI_Dark,0.2,2,0.835985312117503,0.7181913774973712
Sign-Inverted Proxy (-c),000115,FST_V_VI_Dark,0.2,3,0.7659334461364918,0.6206581352833638
Sign-Inverted Proxy (-c),000121,FST_V_VI_Dark,0.0,0,0.6308724832214765,0.46078431372549017
Sign-Inverted Proxy (-c),000121,FST_V_VI_Dark,0.2,1,0.5357142857142857,0.36585365853658536
Sign-Inverted Proxy (-c),000121,FST_V_VI_Dark,0.2,2,0.6233766233766234,0.4528301886792453
Sign-Inverted Proxy (-c),000121,FST_V_VI_Dark,0.2,3,0.6746987951807228,0.509090909090909
Sign-Inverted Proxy (-c),000124,FST_V_VI_Dark,0.0,0,0.8285385500575374,0.7072691552062869
Sign-Inverted Proxy (-c),000124,FST_V_VI_Dark,0.2,1,0.5876887340301974,0.4161184210526316
Sign-Inverted Proxy (-c),000124,FST_V_VI_Dark,0.2,2,0.7690655209452202,0.62478184991274
Sign-Inverted Proxy (-c),000124,FST_V_VI_Dark,0.2,3,0.7312687312687313,0.5763779527559055
Sign-Inverted Proxy (-c),000125,FST_V_VI_Dark,0.0,0,0.6563470238623259,0.48847956691093947
Sign-Inverted Proxy (-c),000125,FST_V_VI_Dark,0.2,1,0.5669527539371719,0.39562739853471335
Sign-Inverted Proxy (-c),000125,FST_V_VI_Dark,0.2,2,0.596050123687092,0.4245522819179665
Sign-Inverted Proxy (-c),000125,FST_V_VI_Dark,0.2,3,0.6077546678405048,0.43652842915107765
Sign-Inverted Proxy (-c),000127,FST_V_VI_Dark,0.0,0,0.4142857142857143,0.26126126126126126
Sign-Inverted Proxy (-c),000127,FST_V_VI_Dark,0.2,1,0.37410071942446044,0.23008849557522124
Sign-Inverted Proxy (-c),000127,FST_V_VI_Dark,0.2,2,0.3918918918918919,0.24369747899159663
Sign-Inverted Proxy (-c),000127,FST_V_VI_Dark,0.2,3,0.3945578231292517,0.2457627118644068
Sign-Inverted Proxy (-c),000132,FST_V_VI_Dark,0.0,0,0.8795518207282913,0.785
Sign-Inverted Proxy (-c),000132,FST_V_VI_Dark,0.2,1,0.7981132075471699,0.6640502354788069
Sign-Inverted Proxy (-c),000132,FST_V_VI_Dark,0.2,2,0.8135021097046413,0.6856330014224751
Sign-Inverted Proxy (-c),000132,FST_V_VI_Dark,0.2,3,0.8013355592654424,0.6685236768802229
Sign-Inverted Proxy (-c),000133,FST_V_VI_Dark,0.0,0,0.8302752293577982,0.7098039215686275
Sign-Inverted Proxy (-c),000133,FST_V_VI_Dark,0.2,1,0.6996625421822272,0.5380622837370242
Sign-Inverted Proxy (-c),000133,FST_V_VI_Dark,0.2,2,0.8777292576419214,0.7821011673151751
Sign-Inverted Proxy (-c),000133,FST_V_VI_Dark,0.2,3,0.8258706467661692,0.7033898305084746
Sign-Inverted Proxy (-c),000137,FST_V_VI_Dark,0.0,0,0.9576023391812866,0.9186535764375876
Sign-Inverted Proxy (-c),000137,FST_V_VI_Dark,0.2,1,0.9141104294478528,0.8418079096045198
Sign-Inverted Proxy (-c),000137,FST_V_VI_Dark,0.2,2,0.9633431085043989,0.9292786421499293
Sign-Inverted Proxy (-c),000137,FST_V_VI_Dark,0.2,3,0.9353667392883079,0.878581173260573
Sign-Inverted Proxy (-c),000146,FST_V_VI_Dark,0.0,0,0.5964912280701754,0.425
Sign-Inverted Proxy (-c),000146,FST_V_VI_Dark,0.2,1,0.5862068965517241,0.4146341463414634
Sign-Inverted Proxy (-c),000146,FST_V_VI_Dark,0.2,2,0.5247148288973384,0.3556701030927835
Sign-Inverted Proxy (-c),000146,FST_V_VI_Dark,0.2,3,0.5800865800865801,0.40853658536585363
Sign-Inverted Proxy (-c),000152,FST_V_VI_Dark,0.0,0,0.8351648351648352,0.7169811320754716
Sign-Inverted Proxy (-c),000152,FST_V_VI_Dark,0.2,1,0.8351648351648352,0.7169811320754716
Sign-Inverted Proxy (-c),000152,FST_V_VI_Dark,0.2,2,0.8342245989304813,0.7155963302752294
Sign-Inverted Proxy (-c),000152,FST_V_VI_Dark,0.2,3,0.8082901554404145,0.6782608695652174
Sign-Inverted Proxy (-c),000153,FST_V_VI_Dark,0.0,0,0.9324618736383442,0.8734693877551021
Sign-Inverted Proxy (-c),000153,FST_V_VI_Dark,0.2,1,0.9321663019693655,0.8729508196721312
Sign-Inverted Proxy (-c),000153,FST_V_VI_Dark,0.2,2,0.9276595744680851,0.8650793650793651
Sign-Inverted Proxy (-c),000153,FST_V_VI_Dark,0.2,3,0.9217391304347826,0.8548387096774194
Sign-Inverted Proxy (-c),000160,FST_V_VI_Dark,0.0,0,0.942745969983324,0.8916929547844374
Sign-Inverted Proxy (-c),000160,FST_V_VI_Dark,0.2,1,0.9019607843137255,0.8214285714285714
Sign-Inverted Proxy (-c),000160,FST_V_VI_Dark,0.2,2,0.9405940594059405,0.8878504672897196
Sign-Inverted Proxy (-c),000160,FST_V_VI_Dark,0.2,3,0.9364731653888281,0.8805355303810505
Sign-Inverted Proxy (-c),000163,FST_V_VI_Dark,0.0,0,0.7544483985765125,0.6057142857142858
Sign-Inverted Proxy (-c),000163,FST_V_VI_Dark,0.2,1,0.6844547563805105,0.5202821869488536
Sign-Inverted Proxy (-c),000163,FST_V_VI_Dark,0.2,2,0.7079207920792079,0.5478927203065134
Sign-Inverted Proxy (-c),000163,FST_V_VI_Dark,0.2,3,0.8017718715393134,0.6691312384473198
Sign-Inverted Proxy (-c),000170,FST_V_VI_Dark,0.0,0,0.9145473041709054,0.8425492033739457
Sign-Inverted Proxy (-c),000170,FST_V_VI_Dark,0.2,1,0.8055693684733963,0.6744379683597003
Sign-Inverted Proxy (-c),000170,FST_V_VI_Dark,0.2,2,0.9233734939759036,0.8576544315129812
Sign-Inverted Proxy (-c),000170,FST_V_VI_Dark,0.2,3,0.849956634865568,0.7390648567119156
Sign-Inverted Proxy (-c),000171,FST_V_VI_Dark,0.0,0,0.8108108108108109,0.6818181818181818
Sign-Inverted Proxy (-c),000171,FST_V_VI_Dark,0.2,1,0.6486486486486487,0.48
Sign-Inverted Proxy (-c),000171,FST_V_VI_Dark,0.2,2,0.7376425855513308,0.5843373493975904
Sign-Inverted Proxy (-c),000171,FST_V_VI_Dark,0.2,3,0.7678571428571429,0.6231884057971014
Sign-Inverted Proxy (-c),000172,FST_V_VI_Dark,0.0,0,0.9787221806889412,0.9583309871051298
Sign-Inverted Proxy (-c),000172,FST_V_VI_Dark,0.2,1,0.9395675171979061,0.8860229504807196
Sign-Inverted Proxy (-c),000172,FST_V_VI_Dark,0.2,2,0.975144163849672,0.9514939852541715
Sign-Inverted Proxy (-c),000172,FST_V_VI_Dark,0.2,3,0.8935031227187931,0.8075062307579534
Sign-Inverted Proxy (-c),000181,FST_V_VI_Dark,0.0,0,0.8374384236453202,0.7203389830508474
